"","Time..s.","RIP.Band.1","Preprocessed.Band.1","RIP.Band.2","Preprocessed.Band.2"
"21862",101.93623,-0.0007531196,-0.03966362,NA,NA
"21863",101.94023,-0.00070644915,-0.039665226,NA,NA
"21864",101.94423,-0.000642322,-0.03966688,NA,NA
"21865",101.94823,-0.0006475076,-0.039668582,NA,NA
"21866",101.952225,-0.000724487,-0.039670333,NA,NA
"21867",101.95622,-0.00075215846,-0.039672133,NA,NA
"21868",101.96022,-0.00072484463,-0.039673977,NA,NA
"21869",101.96422,-0.00064605474,-0.03967586,NA,NA
"21870",101.968216,-0.000656113,-0.03967779,NA,NA
"21871",101.97221,-0.00073534995,-0.039679762,NA,NA
"21872",101.97621,-0.00076632947,-0.039681774,NA,NA
"21873",101.98021,-0.00072131306,-0.039683823,NA,NA
"21874",101.98421,-0.00065517426,-0.039685905,NA,NA
"21875",101.988205,-0.000659734,-0.039688025,NA,NA
"21876",101.9922,-0.000743486,-0.039690178,NA,NA
"21877",101.9962,-0.00076675415,-0.039692365,NA,NA
"21878",102.0002,-0.00072813034,-0.03969458,NA,NA
"21879",102.004196,-0.0006542802,-0.039696824,NA,NA
"21880",102.008194,-0.0006640032,-0.039699093,NA,NA
"21881",102.01219,-0.00074113905,-0.039701387,NA,NA
"21882",102.01619,-0.00077193975,-0.0397037,NA,NA
"21883",102.02019,-0.0007272586,-0.039706033,NA,NA
"21884",102.024185,-0.00065975636,-0.039708383,NA,NA
"21885",102.02818,-0.00066675246,-0.039710745,NA,NA
"21886",102.03218,-0.0007446036,-0.03971312,NA,NA
"21887",102.03618,-0.0007709116,-0.0397155,NA,NA
"21888",102.04018,-0.0007346794,-0.039717883,NA,NA
"21889",102.044174,-0.0006583929,-0.03972027,NA,NA
"21890",102.04817,-0.000672698,-0.039722655,NA,NA
"21891",102.05217,-0.00074985623,-0.039725035,NA,NA
"21892",102.05617,-0.0007773265,-0.03972741,NA,NA
"21893",102.060165,-0.00073099136,-0.039729774,NA,NA
"21894",102.06416,-0.00067102164,-0.039732125,NA,NA
"21895",102.06816,-0.00067218393,-0.03973446,NA,NA
"21896",102.07216,-0.00075517595,-0.03973678,NA,NA
"21897",102.07616,-0.00078110397,-0.039739083,NA,NA
"21898",102.080154,-0.0007456988,-0.039741363,NA,NA
"21899",102.08415,-0.0006659478,-0.03974362,NA,NA
"21900",102.08815,-0.0006862879,-0.039745856,NA,NA
"21901",102.09215,-0.0007594228,-0.03974807,NA,NA
"21902",102.096146,-0.00079388916,-0.039750256,NA,NA
"21903",102.10014,-0.0007422343,-0.039752416,NA,NA
"21904",102.10414,-0.00067435205,-0.039754547,NA,NA
"21905",102.10814,-0.0007023141,-0.039756652,NA,NA
"21906",102.11214,-0.0007777512,-0.03975873,NA,NA
"21907",102.116135,-0.0008001253,-0.03976078,NA,NA
"21908",102.12013,-0.0007607639,-0.039762802,NA,NA
"21909",102.12413,-0.0006896183,-0.0397648,NA,NA
"21910",102.12813,-0.0007060692,-0.039766774,NA,NA
"21911",102.132126,-0.00078861415,-0.039768726,NA,NA
"21912",102.13612,-0.00081072,-0.039770655,NA,NA
"21913",102.14012,-0.00076762587,-0.039772566,NA,NA
"21914",102.14412,-0.0007004589,-0.039774463,NA,NA
"21915",102.14812,-0.00071530044,-0.039776344,NA,NA
"21916",102.152115,-0.0007920116,-0.039778214,NA,NA
"21917",102.15611,-0.00081798434,-0.039780077,NA,NA
"21918",102.16011,-0.0007734597,-0.03978193,NA,NA
"21919",102.16411,-0.0006946698,-0.039783783,NA,NA
"21920",102.168106,-0.00072877854,-0.03978563,NA,NA
"21921",102.172104,-0.0007978231,-0.03978748,NA,NA
"21922",102.1761,-0.0008206889,-0.03978933,NA,NA
"21923",102.1801,-0.0007752925,-0.039791185,NA,NA
"21924",102.1841,-0.0007076338,-0.039793048,NA,NA
"21925",102.188095,-0.0007234365,-0.03979492,NA,NA
"21926",102.19209,-0.0007958114,-0.0397968,NA,NA
"21927",102.19609,-0.0008215159,-0.039798696,NA,NA
"21928",102.20009,-0.0007854849,-0.039800603,NA,NA
"21929",102.20409,-0.0006996095,-0.03980253,NA,NA
"21930",102.208084,-0.0007271245,-0.03980447,NA,NA
"21931",102.21208,-0.0007932186,-0.03980643,NA,NA
"21932",102.21608,-0.00083595514,-0.039808404,NA,NA
"21933",102.22008,-0.000775896,-0.039810397,NA,NA
"21934",102.224075,-0.00071326643,-0.03981241,NA,NA
"21935",102.22807,-0.00072062016,-0.039814435,NA,NA
"21936",102.23207,-0.00080242753,-0.039816476,NA,NA
"21937",102.23607,-0.00081894547,-0.039818533,NA,NA
"21938",102.24007,-0.0007760525,-0.039820604,NA,NA
"21939",102.244064,-0.0007032305,-0.039822683,NA,NA
"21940",102.24806,-0.00071905553,-0.039824773,NA,NA
"21941",102.25206,-0.00079496205,-0.03982687,NA,NA
"21942",102.25606,-0.00082144886,-0.03982897,NA,NA
"21943",102.260056,-0.00076572597,-0.039831072,NA,NA
"21944",102.26405,-0.00070048124,-0.03983317,NA,NA
"21945",102.26805,-0.0007148981,-0.039835263,NA,NA
"21946",102.27205,-0.00079008937,-0.03983735,NA,NA
"21947",102.27605,-0.0008080825,-0.039839424,NA,NA
"21948",102.280045,-0.0007636696,-0.039841484,NA,NA
"21949",102.28404,-0.0006903112,-0.039843522,NA,NA
"21950",102.28804,-0.0007133335,-0.03984554,NA,NA
"21951",102.29204,-0.00077869,-0.03984753,NA,NA
"21952",102.296036,-0.0008068085,-0.03984949,NA,NA
"21953",102.30003,-0.0007475987,-0.039851416,NA,NA
"21954",102.30403,-0.0006873831,-0.039853305,NA,NA
"21955",102.30803,-0.0006956309,-0.039855152,NA,NA
"21956",102.31203,-0.0007755384,-0.039856955,NA,NA
"21957",102.316025,-0.00079089403,-0.03985871,NA,NA
"21958",102.32002,-0.00074424595,-0.039860412,NA,NA
"21959",102.32402,-0.0006666854,-0.03986206,NA,NA
"21960",102.32802,-0.00069028884,-0.039863646,NA,NA
"21961",102.332016,-0.0007598698,-0.03986517,NA,NA
"21962",102.33601,-0.0007786229,-0.03986663,NA,NA
"21963",102.34001,-0.0007227212,-0.03986802,NA,NA
"21964",102.34401,-0.0006650314,-0.03986934,NA,NA
"21965",102.34801,-0.0006748885,-0.039870583,NA,NA
"21966",102.352005,-0.00074938685,-0.03987175,NA,NA
"21967",102.356,-0.00076624006,-0.039872836,NA,NA
"21968",102.36,-0.000717625,-0.03987384,NA,NA
"21969",102.364,-0.00064053386,-0.03987476,NA,NA
"21970",102.368,-0.0006654337,-0.039875593,NA,NA
"21971",102.371994,-0.00073617697,-0.039876338,NA,NA
"21972",102.37599,-0.00075712055,-0.039876994,NA,NA
"21973",102.37999,-0.00069741905,-0.039877556,NA,NA
"21974",102.38399,-0.00063322484,-0.03987803,NA,NA
"21975",102.387985,-0.0006501004,-0.03987841,NA,NA
"21976",102.39198,-0.00072372705,-0.039878696,NA,NA
"21977",102.39598,-0.0007406026,-0.03987889,NA,NA
"21978",102.39998,-0.0006827563,-0.039878987,NA,NA
"21979",102.40398,-0.0006135106,-0.03987899,NA,NA
"21980",102.407974,-0.0006429255,-0.039878897,NA,NA
"21981",102.41197,-0.0007041022,-0.03987871,NA,NA
"21982",102.41597,-0.0007268563,-0.039878428,NA,NA
"21983",102.41997,-0.0006660372,-0.039878048,NA,NA
"21984",102.423965,-0.0006028488,-0.039877575,NA,NA
"21985",102.42796,-0.00062151253,-0.039877005,NA,NA
"21986",102.43196,-0.0006923452,-0.03987634,NA,NA
"21987",102.43596,-0.0007067621,-0.039875586,NA,NA
"21988",102.43996,-0.00066065043,-0.039874736,NA,NA
"21989",102.443954,-0.00058297813,-0.039873797,NA,NA
"21990",102.44795,-0.0006130412,-0.03987277,NA,NA
"21991",102.45195,-0.0006822869,-0.039871655,NA,NA
"21992",102.45595,-0.0006984472,-0.039870456,NA,NA
"21993",102.459946,-0.00064393133,-0.039869174,NA,NA
"21994",102.46394,-0.000574708,-0.039867815,NA,NA
"21995",102.46794,-0.0005999431,-0.03986638,NA,NA
"21996",102.47194,-0.00067716837,-0.03986487,NA,NA
"21997",102.47594,-0.00068584085,-0.039863296,NA,NA
"21998",102.479935,-0.0006355047,-0.039861653,NA,NA
"21999",102.48393,-0.00056156516,-0.03985995,NA,NA
"22000",102.48793,-0.0005967915,-0.039858192,NA,NA
"22001",102.49193,-0.0006584376,-0.03985638,NA,NA
"22002",102.495926,-0.0006770119,-0.039854523,NA,NA
"22003",102.49992,-0.00062544644,-0.039852623,NA,NA
"22004",102.50392,-0.000556089,-0.039850682,NA,NA
"22005",102.50792,-0.0005800724,-0.039848708,NA,NA
"22006",102.51192,-0.00065124035,-0.039846703,NA,NA
"22007",102.515915,-0.0006643608,-0.039844673,NA,NA
"22008",102.51991,-0.0006101802,-0.03984262,NA,NA
"22009",102.52391,-0.0005421862,-0.03984055,NA,NA
"22010",102.52791,-0.000566192,-0.039838463,NA,NA
"22011",102.531906,-0.00063845515,-0.03983637,NA,NA
"22012",102.535904,-0.00065819174,-0.03983427,NA,NA
"22013",102.5399,-0.0005958751,-0.03983216,NA,NA
"22014",102.5439,-0.0005296245,-0.03983005,NA,NA
"22015",102.5479,-0.0005492717,-0.039827947,NA,NA
"22016",102.551895,-0.0006316826,-0.039825846,NA,NA
"22017",102.55589,-0.0006456524,-0.039823752,NA,NA
"22018",102.55989,-0.00058820844,-0.03982167,NA,NA
"22019",102.56389,-0.0005180016,-0.039819602,NA,NA
"22020",102.56789,-0.0005509481,-0.039817553,NA,NA
"22021",102.571884,-0.0006199032,-0.039815523,NA,NA
"22022",102.57588,-0.0006314814,-0.03981351,NA,NA
"22023",102.57988,-0.00057426095,-0.039811525,NA,NA
"22024",102.58388,-0.0005081892,-0.039809562,NA,NA
"22025",102.587875,-0.00053776056,-0.03980763,NA,NA
"22026",102.59187,-0.000610739,-0.03980572,NA,NA
"22027",102.59587,-0.000620082,-0.039803844,NA,NA
"22028",102.59987,-0.0005681813,-0.039801996,NA,NA
"22029",102.60387,-0.00049602985,-0.03980018,NA,NA
"22030",102.607864,-0.00053049624,-0.039798394,NA,NA
"22031",102.61186,-0.00059759617,-0.03979664,NA,NA
"22032",102.61586,-0.00061621517,-0.03979492,NA,NA
"22033",102.61986,-0.00055184215,-0.03979323,NA,NA
"22034",102.623856,-0.00049200654,-0.039791577,NA,NA
"22035",102.62785,-0.000521332,-0.039789956,NA,NA
"22036",102.63185,-0.00059659034,-0.03978837,NA,NA
"22037",102.63585,-0.00060264766,-0.039786816,NA,NA
"22038",102.63985,-0.00055141747,-0.039785296,NA,NA
"22039",102.643845,-0.00048590451,-0.039783806,NA,NA
"22040",102.64784,-0.0005172193,-0.03978235,NA,NA
"22041",102.65184,-0.0005899966,-0.039780922,NA,NA
"22042",102.65584,-0.00059913844,-0.03977953,NA,NA
"22043",102.659836,-0.0005473271,-0.039778166,NA,NA
"22044",102.66383,-0.00048673153,-0.039776832,NA,NA
"22045",102.66783,-0.00051303953,-0.039775528,NA,NA
"22046",102.67183,-0.00059006363,-0.039774258,NA,NA
"22047",102.67583,-0.0005950928,-0.039773017,NA,NA
"22048",102.679825,-0.0005437508,-0.039771803,NA,NA
"22049",102.68382,-0.00047834963,-0.03977062,NA,NA
"22050",102.68782,-0.0005105138,-0.03976947,NA,NA
"22051",102.69182,-0.0005849451,-0.039768353,NA,NA
"22052",102.695816,-0.0006000772,-0.039767265,NA,NA
"22053",102.699814,-0.0005354583,-0.039766207,NA,NA
"22054",102.70381,-0.00047886372,-0.039765183,NA,NA
"22055",102.70781,-0.000511162,-0.039764192,NA,NA
"22056",102.71181,-0.00058402866,-0.039763235,NA,NA
"22057",102.715805,-0.0005925447,-0.03976231,NA,NA
"22058",102.7198,-0.00054048747,-0.03976142,NA,NA
"22059",102.7238,-0.00047454983,-0.039760564,NA,NA
"22060",102.7278,-0.0005194321,-0.039759744,NA,NA
"22061",102.7318,-0.00058297813,-0.03975896,NA,NA
"22062",102.735794,-0.0006006807,-0.039758213,NA,NA
"22063",102.73979,-0.00053923577,-0.0397575,NA,NA
"22064",102.74379,-0.00048496574,-0.03975683,NA,NA
"22065",102.74779,-0.0005193651,-0.0397562,NA,NA
"22066",102.751785,-0.00059305876,-0.03975561,NA,NA
"22067",102.75578,-0.00060273707,-0.039755058,NA,NA
"22068",102.75978,-0.000554882,-0.039754547,NA,NA
"22069",102.76378,-0.00048621744,-0.03975408,NA,NA
"22070",102.76778,-0.00053206086,-0.039753664,NA,NA
"22071",102.771774,-0.00060316175,-0.03975329,NA,NA
"22072",102.77577,-0.0006150976,-0.039752968,NA,NA
"22073",102.77977,-0.00055568665,-0.039752696,NA,NA
"22074",102.78377,-0.0005117208,-0.039752476,NA,NA
"22075",102.787766,-0.0005463436,-0.039752312,NA,NA
"22076",102.79176,-0.00062372535,-0.039752204,NA,NA
"22077",102.79576,-0.00063076615,-0.039752156,NA,NA
"22078",102.79976,-0.0005820617,-0.03975217,NA,NA
"22079",102.80376,-0.0005253777,-0.039752252,NA,NA
"22080",102.807755,-0.0005664155,-0.039752405,NA,NA
"22081",102.81175,-0.00064355135,-0.039752632,NA,NA
"22082",102.81575,-0.00065369904,-0.039752934,NA,NA
"22083",102.81975,-0.0005993843,-0.039753318,NA,NA
"22084",102.823746,-0.0005450696,-0.039753783,NA,NA
"22085",102.82774,-0.0005869791,-0.03975434,NA,NA
"22086",102.83174,-0.00065425783,-0.039754983,NA,NA
"22087",102.83574,-0.00067348033,-0.03975572,NA,NA
"22088",102.83974,-0.000621289,-0.03975656,NA,NA
"22089",102.843735,-0.000561744,-0.039757498,NA,NA
"22090",102.84773,-0.00061214715,-0.03975854,NA,NA
"22091",102.85173,-0.0006780401,-0.03975969,NA,NA
"22092",102.85573,-0.0006935522,-0.039760955,NA,NA
"22093",102.859726,-0.0006333366,-0.03976233,NA,NA
"22094",102.86372,-0.0005827546,-0.039763823,NA,NA
"22095",102.86772,-0.0006260723,-0.039765436,NA,NA
"22096",102.87172,-0.00069963187,-0.039767172,NA,NA
"22097",102.87572,-0.00070982426,-0.03976903,NA,NA
"22098",102.879715,-0.00065466017,-0.039771013,NA,NA
"22099",102.88371,-0.0005996302,-0.03977312,NA,NA
"22100",102.88771,-0.00064493716,-0.03977536,NA,NA
"22101",102.89171,-0.0007202178,-0.039777726,NA,NA
"22102",102.895706,-0.0007279068,-0.039780222,NA,NA
"22103",102.899704,-0.0006726533,-0.039782844,NA,NA
"22104",102.9037,-0.000617221,-0.039785594,NA,NA
"22105",102.9077,-0.0006526932,-0.03978847,NA,NA
"22106",102.9117,-0.000742726,-0.039791472,NA,NA
"22107",102.915695,-0.00075189024,-0.039794594,NA,NA
"22108",102.91969,-0.0006886795,-0.039797835,NA,NA
"22109",102.92369,-0.0006364435,-0.039801195,NA,NA
"22110",102.92769,-0.0006870702,-0.03980467,NA,NA
"22111",102.93169,-0.0007515773,-0.03980826,NA,NA
"22112",102.935684,-0.0007622391,-0.039811954,NA,NA
"22113",102.93968,-0.000703007,-0.03981575,NA,NA
"22114",102.94368,-0.00065680593,-0.039819647,NA,NA
"22115",102.94768,-0.00069542974,-0.03982364,NA,NA
"22116",102.951675,-0.0007735267,-0.039827723,NA,NA
"22117",102.95567,-0.0007763654,-0.03983189,NA,NA
"22118",102.95967,-0.00072390586,-0.039836142,NA,NA
"22119",102.96367,-0.0006675571,-0.03984047,NA,NA
"22120",102.96767,-0.00071344525,-0.03984487,NA,NA
"22121",102.971664,-0.0007893741,-0.03984934,NA,NA
"22122",102.97566,-0.00079686195,-0.03985387,NA,NA
"22123",102.97966,-0.00073210895,-0.03985846,NA,NA
"22124",102.98366,-0.000685215,-0.039863102,NA,NA
"22125",102.987656,-0.0007278621,-0.039867792,NA,NA
"22126",102.99165,-0.0007980913,-0.039872523,NA,NA
"22127",102.99565,-0.00080709904,-0.03987729,NA,NA
"22128",102.99965,-0.0007470399,-0.03988209,NA,NA
"22129",103.00365,-0.00069154054,-0.039886918,NA,NA
"22130",103.007645,-0.00074605644,-0.03989177,NA,NA
"22131",103.01164,-0.00080649555,-0.039896637,NA,NA
"22132",103.01564,-0.00081720203,-0.039901517,NA,NA
"22133",103.01964,-0.00075110793,-0.039906405,NA,NA
"22134",103.023636,-0.00069884956,-0.039911292,NA,NA
"22135",103.02763,-0.00074730814,-0.03991618,NA,NA
"22136",103.03163,-0.00081798434,-0.03992106,NA,NA
"22137",103.03563,-0.00081811845,-0.03992593,NA,NA
"22138",103.03963,-0.00076503307,-0.03993078,NA,NA
"22139",103.043625,-0.00070320815,-0.039935607,NA,NA
"22140",103.04762,-0.0007586628,-0.03994041,NA,NA
"22141",103.05162,-0.0008258745,-0.039945178,NA,NA
"22142",103.05562,-0.00082848966,-0.03994991,NA,NA
"22143",103.059616,-0.00076290965,-0.0399546,NA,NA
"22144",103.063614,-0.00071854144,-0.039959244,NA,NA
"22145",103.06761,-0.00076105446,-0.03996384,NA,NA
"22146",103.07161,-0.00083418936,-0.039968386,NA,NA
"22147",103.07561,-0.0008299425,-0.039972875,NA,NA
"22148",103.079605,-0.00077272207,-0.039977305,NA,NA
"22149",103.0836,-0.000717178,-0.039981674,NA,NA
"22150",103.0876,-0.00076364726,-0.039985977,NA,NA
"22151",103.0916,-0.00083307177,-0.039990213,NA,NA
"22152",103.0956,-0.00083910674,-0.039994378,NA,NA
"22153",103.099594,-0.0007670224,-0.039998468,NA,NA
"22154",103.10359,-0.00072144717,-0.040002484,NA,NA
"22155",103.10759,-0.000765793,-0.04000642,NA,NA
"22156",103.11159,-0.00083423406,-0.04001028,NA,NA
"22157",103.115585,-0.0008318871,-0.040014062,NA,NA
"22158",103.11958,-0.0007735044,-0.04001776,NA,NA
"22159",103.12358,-0.0007166192,-0.040021375,NA,NA
"22160",103.12758,-0.00077059865,-0.040024906,NA,NA
"22161",103.13158,-0.00082826614,-0.040028352,NA,NA
"22162",103.135574,-0.0008371845,-0.04003171,NA,NA
"22163",103.13957,-0.0007638484,-0.040034976,NA,NA
"22164",103.14357,-0.00072459877,-0.040038154,NA,NA
"22165",103.14757,-0.0007666424,-0.04004124,NA,NA
"22166",103.151566,-0.00083743036,-0.04004424,NA,NA
"22167",103.15556,-0.00083072484,-0.040047146,NA,NA
"22168",103.15956,-0.00077147037,-0.040049963,NA,NA
"22169",103.16356,-0.00071431696,-0.040052686,NA,NA
"22170",103.16756,-0.00077314675,-0.040055316,NA,NA
"22171",103.171555,-0.00082822144,-0.040057853,NA,NA
"22172",103.17555,-0.0008324683,-0.0400603,NA,NA
"22173",103.17955,-0.0007611662,-0.040062655,NA,NA
"22174",103.18355,-0.0007194355,-0.04006492,NA,NA
"22175",103.187546,-0.00075919926,-0.040067095,NA,NA
"22176",103.19154,-0.0008307472,-0.040069185,NA,NA
"22177",103.19554,-0.000821583,-0.040071186,NA,NA
"22178",103.19954,-0.00075859576,-0.0400731,NA,NA
"22179",103.20354,-0.00070519745,-0.04007493,NA,NA
"22180",103.207535,-0.0007531643,-0.040076677,NA,NA
"22181",103.21153,-0.0008180514,-0.040078342,NA,NA
"22182",103.21553,-0.00081720203,-0.040079925,NA,NA
"22183",103.21953,-0.0007437542,-0.040081427,NA,NA
"22184",103.223526,-0.0006983131,-0.04008285,NA,NA
"22185",103.22752,-0.00074511766,-0.040084194,NA,NA
"22186",103.23152,-0.0008079484,-0.04008546,NA,NA
"22187",103.23552,-0.0008046627,-0.040086653,NA,NA
"22188",103.23952,-0.0007363558,-0.04008777,NA,NA
"22189",103.243515,-0.0006851256,-0.040088814,NA,NA
"22190",103.24751,-0.0007358417,-0.040089782,NA,NA
"22191",103.25151,-0.0007994324,-0.04009068,NA,NA
"22192",103.25551,-0.0007914081,-0.040091507,NA,NA
"22193",103.25951,-0.000720419,-0.04009226,NA,NA
"22194",103.263504,-0.000675112,-0.040092945,NA,NA
"22195",103.2675,-0.0007302761,-0.040093563,NA,NA
"22196",103.2715,-0.0007879883,-0.040094115,NA,NA
"22197",103.2755,-0.0007818192,-0.0400946,NA,NA
"22198",103.279495,-0.0007092431,-0.040095016,NA,NA
"22199",103.28349,-0.0006611869,-0.04009537,NA,NA
"22200",103.28749,-0.00071197003,-0.040095657,NA,NA
"22201",103.29149,-0.0007842332,-0.04009588,NA,NA
"22202",103.29549,-0.00077855587,-0.04009604,NA,NA
"22203",103.299484,-0.00069922954,-0.040096138,NA,NA
"22204",103.30348,-0.0006546825,-0.04009617,NA,NA
"22205",103.30748,-0.0007052645,-0.040096145,NA,NA
"22206",103.31148,-0.00077050924,-0.04009606,NA,NA
"22207",103.315475,-0.0007574335,-0.040095914,NA,NA
"22208",103.31947,-0.0006927699,-0.040095713,NA,NA
"22209",103.32347,-0.000639461,-0.040095456,NA,NA
"22210",103.32747,-0.0006975308,-0.040095143,NA,NA
"22211",103.33147,-0.00075068325,-0.040094774,NA,NA
"22212",103.335464,-0.00074826926,-0.040094353,NA,NA
"22213",103.33946,-0.000675939,-0.04009388,NA,NA
"22214",103.34346,-0.000632219,-0.040093355,NA,NA
"22215",103.34746,-0.0006773472,-0.04009278,NA,NA
"22216",103.351456,-0.0007459,-0.04009216,NA,NA
"22217",103.35545,-0.0007300973,-0.040091492,NA,NA
"22218",103.35945,-0.00066550076,-0.040090777,NA,NA
"22219",103.36345,-0.00061581284,-0.040090017,NA,NA
"22220",103.36745,-0.00066791475,-0.040089212,NA,NA
"22221",103.371445,-0.0007283762,-0.04008836,NA,NA
"22222",103.37544,-0.00072511286,-0.04008746,NA,NA
"22223",103.37944,-0.0006486699,-0.040086523,NA,NA
"22224",103.38344,-0.0006079003,-0.040085543,NA,NA
"22225",103.387436,-0.0006581247,-0.040084522,NA,NA
"22226",103.39143,-0.0007195249,-0.040083464,NA,NA
"22227",103.39543,-0.00070718676,-0.04008237,NA,NA
"22228",103.39943,-0.00064299256,-0.040081237,NA,NA
"22229",103.40343,-0.0005912483,-0.04008007,NA,NA
"22230",103.407425,-0.0006529391,-0.04007887,NA,NA
"22231",103.41142,-0.00070381165,-0.04007764,NA,NA
"22232",103.41542,-0.0006980896,-0.040076382,NA,NA
"22233",103.41942,-0.0006213784,-0.040075094,NA,NA
"22234",103.423416,-0.00058078766,-0.04007378,NA,NA
"22235",103.427414,-0.0006324649,-0.04007244,NA,NA
"22236",103.43141,-0.00068968534,-0.040071078,NA,NA
"22237",103.43541,-0.0006795153,-0.04006969,NA,NA
"22238",103.43941,-0.000613153,-0.040068284,NA,NA
"22239",103.443405,-0.00056350976,-0.040066853,NA,NA
"22240",103.4474,-0.0006192997,-0.040065404,NA,NA
"22241",103.4514,-0.0006786436,-0.040063933,NA,NA
"22242",103.4554,-0.00066652894,-0.040062442,NA,NA
"22243",103.4594,-0.00059672445,-0.04006093,NA,NA
"22244",103.463394,-0.0005533397,-0.0400594,NA,NA
"22245",103.46739,-0.0006093532,-0.04005785,NA,NA
"22246",103.47139,-0.00065939873,-0.04005628,NA,NA
"22247",103.47539,-0.00065443665,-0.040054694,NA,NA
"22248",103.479385,-0.00059084594,-0.04005309,NA,NA
"22249",103.48338,-0.00054683536,-0.040051468,NA,NA
"22250",103.48738,-0.0006093532,-0.04004983,NA,NA
"22251",103.49138,-0.00065808,-0.040048175,NA,NA
"22252",103.49538,-0.00065197796,-0.040046506,NA,NA
"22253",103.499374,-0.00058186054,-0.040044826,NA,NA
"22254",103.50337,-0.0005478412,-0.040043134,NA,NA
"22255",103.50737,-0.00059862435,-0.040041436,NA,NA
"22256",103.51137,-0.00066623837,-0.040039733,NA,NA
"22257",103.515366,-0.00065115094,-0.040038027,NA,NA
"22258",103.51936,-0.00058946013,-0.040036317,NA,NA
"22259",103.52336,-0.0005482435,-0.04003461,NA,NA
"22260",103.52736,-0.0006092191,-0.040032912,NA,NA
"22261",103.53136,-0.00067202747,-0.040031224,NA,NA
"22262",103.535355,-0.00066749007,-0.040029548,NA,NA
"22263",103.53935,-0.0005944222,-0.04002789,NA,NA
"22264",103.54335,-0.00056333095,-0.040026255,NA,NA
"22265",103.54735,-0.000622876,-0.04002465,NA,NA
"22266",103.551346,-0.0006853938,-0.040023077,NA,NA
"22267",103.55534,-0.0006756708,-0.040021542,NA,NA
"22268",103.55934,-0.00060950965,-0.04002005,NA,NA
"22269",103.56334,-0.0005716905,-0.040018607,NA,NA
"22270",103.56734,-0.0006464571,-0.04001722,NA,NA
"22271",103.571335,-0.0006970614,-0.0400159,NA,NA
"22272",103.57533,-0.0006932393,-0.040014643,NA,NA
"22273",103.57933,-0.0006215349,-0.040013462,NA,NA
"22274",103.58333,-0.0005927235,-0.04001236,NA,NA
"22275",103.587326,-0.0006539449,-0.040011343,NA,NA
"22276",103.591324,-0.00071451813,-0.04001042,NA,NA
"22277",103.59532,-0.00070488453,-0.040009588,NA,NA
"22278",103.59932,-0.0006506592,-0.04000886,NA,NA
"22279",103.60332,-0.0006080568,-0.040008243,NA,NA
"22280",103.607315,-0.00067551434,-0.040007737,NA,NA
"22281",103.61131,-0.00073932856,-0.04000735,NA,NA
"22282",103.61531,-0.0007298291,-0.040007085,NA,NA
"22283",103.61931,-0.000665389,-0.04000695,NA,NA
"22284",103.62331,-0.00063409656,-0.04000695,NA,NA
"22285",103.627304,-0.0006997436,-0.04000709,NA,NA
"22286",103.6313,-0.0007600263,-0.04000737,NA,NA
"22287",103.6353,-0.0007638484,-0.040007804,NA,NA
"22288",103.6393,-0.0006915629,-0.040008385,NA,NA
"22289",103.643295,-0.00066134334,-0.040009122,NA,NA
"22290",103.64729,-0.0007234588,-0.04001002,NA,NA
"22291",103.65129,-0.0008008629,-0.04001108,NA,NA
"22292",103.65529,-0.0007824227,-0.040012307,NA,NA
"22293",103.65929,-0.00072006136,-0.0400137,NA,NA
"22294",103.663284,-0.00069699436,-0.040015265,NA,NA
"22295",103.66728,-0.00076165795,-0.040017005,NA,NA
"22296",103.67128,-0.00082913786,-0.040018916,NA,NA
"22297",103.67528,-0.0008159727,-0.040021002,NA,NA
"22298",103.679276,-0.0007516444,-0.040023267,NA,NA
"22299",103.68327,-0.00072830915,-0.04002571,NA,NA
"22300",103.68727,-0.0008022934,-0.040028334,NA,NA
"22301",103.69127,-0.0008603409,-0.04003114,NA,NA
"22302",103.69527,-0.00085739046,-0.040034123,NA,NA
"22303",103.699265,-0.00078848004,-0.04003729,NA,NA
"22304",103.70326,-0.0007685423,-0.04004064,NA,NA
"22305",103.70726,-0.0008380115,-0.040044166,NA,NA
"22306",103.71126,-0.00090175867,-0.040047877,NA,NA
"22307",103.715256,-0.00089125335,-0.04005177,NA,NA
"22308",103.71925,-0.0008358881,-0.04005584,NA,NA
"22309",103.72325,-0.0008041039,-0.040060095,NA,NA
"22310",103.72725,-0.00088568777,-0.04006453,NA,NA
"22311",103.73125,-0.00093910843,-0.040069144,NA,NA
"22312",103.735245,-0.00093928725,-0.040073935,NA,NA
"22313",103.73924,-0.0008686334,-0.040078904,NA,NA
"22314",103.74324,-0.0008481592,-0.04008405,NA,NA
"22315",103.74724,-0.00092162937,-0.04008937,NA,NA
"22316",103.751236,-0.0009860247,-0.04009486,NA,NA
"22317",103.75523,-0.00097332895,-0.040100522,NA,NA
"22318",103.75923,-0.0009180978,-0.040106352,NA,NA
"22319",103.76323,-0.0008861795,-0.040112346,NA,NA
"22320",103.76723,-0.00096827745,-0.040118508,NA,NA
"22321",103.771225,-0.0010238662,-0.04012483,NA,NA
"22322",103.77522,-0.0010209605,-0.040131312,NA,NA
"22323",103.77922,-0.000956811,-0.04013795,NA,NA
"22324",103.78322,-0.0009338334,-0.04014474,NA,NA
"22325",103.78722,-0.0010074154,-0.040151685,NA,NA
"22326",103.791214,-0.0010785833,-0.04015878,NA,NA
"22327",103.79521,-0.001060769,-0.040166013,NA,NA
