"","Time..s.","RIP.Band.1","Preprocessed.Band.1"
"56057",271.18942,0.00020632893,-0.03183346
"56058",271.19342,-6.47977e-05,-0.031833734
"56059",271.19742,-9.24021e-05,-0.031834025
"56060",271.20142,0.00016055256,-0.03183433
"56061",271.2054,0.000349693,-0.031834655
"56062",271.2094,0.00020335615,-0.031834997
"56063",271.2134,-6.488711e-05,-0.031835355
"56064",271.2174,-9.112805e-05,-0.031835727
"56065",271.2214,0.00016196072,-0.031836115
"56066",271.2254,0.00035110116,-0.031836517
"56067",271.2294,0.0002009198,-0.031836938
"56068",271.2334,-6.763637e-05,-0.031837374
"56069",271.2374,-8.9384615e-05,-0.03183782
"56070",271.2414,0.0001648888,-0.031838283
"56071",271.2454,0.00035186112,-0.03183876
"56072",271.2494,0.00019850582,-0.03183925
"56073",271.2534,-6.8731606e-05,-0.031839754
"56074",271.2574,-8.72165e-05,-0.03184027
"56075",271.26138,0.00016806275,-0.03184079
"56076",271.26538,0.00035347044,-0.031841327
"56077",271.26938,0.00019926578,-0.031841874
"56078",271.27338,-6.8575144e-05,-0.031842433
"56079",271.27737,-8.486956e-05,-0.031843
"56080",271.28137,0.0001726225,-0.03184357
"56081",271.28537,0.00035407394,-0.03184415
"56082",271.28937,0.0001976788,-0.03184474
"56083",271.29337,-6.7994e-05,-0.031845335
"56084",271.29736,-8.263439e-05,-0.031845935
"56085",271.30136,0.00017664582,-0.03184654
"56086",271.30536,0.00035715848,-0.031847145
"56087",271.30936,0.00019696355,-0.031847756
"56088",271.31335,-6.8463385e-05,-0.03184837
"56089",271.31735,-7.881224e-05,-0.031848986
"56090",271.32135,0.00018136203,-0.0318496
"56091",271.32535,0.00035903603,-0.031850215
"56092",271.32935,0.00019714236,-0.03185083
"56093",271.33334,-6.573647e-05,-0.031851444
"56094",271.33734,-7.4610114e-05,-0.03185205
"56095",271.34134,0.00018522888,-0.031852655
"56096",271.34534,0.00036314875,-0.031853255
"56097",271.34933,0.00019790232,-0.03185385
"56098",271.35333,-6.520003e-05,-0.03185444
"56099",271.35733,-6.982684e-05,-0.03185502
"56100",271.36133,0.00019117445,-0.03185559
"56101",271.36533,0.00036484748,-0.031856153
"56102",271.36932,0.00019799173,-0.03185671
"56103",271.37332,-6.374717e-05,-0.031857252
"56104",271.37732,-6.73905e-05,-0.03185778
"56105",271.38132,0.00019600242,-0.0318583
"56106",271.3853,0.00036922842,-0.0318588
"56107",271.3893,0.00019998103,-0.031859297
"56108",271.3933,-6.162375e-05,-0.031859778
"56109",271.3973,-6.22049e-05,-0.031860244
"56110",271.4013,0.00020192564,-0.03186069
"56111",271.4053,0.00037166476,-0.031861126
"56112",271.4093,0.00019924343,-0.031861547
"56113",271.4133,-5.9634447e-05,-0.031861953
"56114",271.4173,-5.8561563e-05,-0.03186234
"56115",271.4213,0.0002065301,-0.031862713
"56116",271.4253,0.00037369877,-0.03186307
"56117",271.4293,0.00019895285,-0.031863414
"56118",271.4333,-5.9209764e-05,-0.03186374
"56119",271.4373,-5.377829e-05,-0.03186405
"56120",271.44128,0.0002123639,-0.03186434
"56121",271.44528,0.00037658215,-0.031864617
"56122",271.44928,0.00020020455,-0.03186488
"56123",271.45328,-5.6371093e-05,-0.031865127
"56124",271.45728,-4.9956143e-05,-0.03186536
"56125",271.46127,0.00021509081,-0.03186557
"56126",271.46527,0.00037930906,-0.03186577
"56127",271.46927,0.00020040572,-0.03186596
"56128",271.47327,-5.7689846e-05,-0.031866137
"56129",271.47726,-4.74751e-05,-0.031866297
"56130",271.48126,0.0002194047,-0.031866442
"56131",271.48526,0.00037935376,-0.031866577
"56132",271.48926,0.0001981929,-0.0318667
"56133",271.49326,-5.7063997e-05,-0.031866815
"56134",271.49725,-4.5105815e-05,-0.03186692
"56135",271.50125,0.0002227351,-0.031867012
"56136",271.50525,0.00038020313,-0.031867098
"56137",271.50925,0.00019575655,-0.03186718
"56138",271.51324,-5.8449805e-05,-0.031867255
"56139",271.51724,-4.4055283e-05,-0.03186732
"56140",271.52124,0.0002252832,-0.031867385
"56141",271.52524,0.0003805384,-0.031867445
"56142",271.52924,0.00019325316,-0.031867508
"56143",271.53323,-5.8315694e-05,-0.03186757
"56144",271.53723,-4.130602e-05,-0.03186763
"56145",271.54123,0.00022700429,-0.03186769
"56146",271.54523,0.00038098544,-0.031867754
"56147",271.54922,0.00019224733,-0.031867824
"56148",271.55322,-6.057322e-05,-0.0318679
"56149",271.55722,-4.0009618e-05,-0.03186798
"56150",271.56122,0.00022872537,-0.031868067
"56151",271.56522,0.00038051605,-0.031868163
"56152",271.5692,0.000188604,-0.03186827
"56153",271.5732,-6.173551e-05,-0.031868387
"56154",271.5772,-4.0479004e-05,-0.031868514
"56155",271.5812,0.00022932887,-0.03186865
"56156",271.5852,0.00037951022,-0.0318688
"56157",271.5892,0.00018652529,-0.03186897
"56158",271.5932,-6.374717e-05,-0.03186915
"56159",271.5972,-3.965199e-05,-0.031869344
"56160",271.6012,0.00023252517,-0.031869553
"56161",271.6052,0.00037892908,-0.03186978
"56162",271.6092,0.00018259138,-0.031870026
"56163",271.6132,-6.5624714e-05,-0.03187029
"56164",271.6172,-3.962964e-05,-0.03187057
"56165",271.6212,0.00023187697,-0.031870864
"56166",271.62518,0.00037702918,-0.03187118
"56167",271.62918,0.00017769635,-0.031871516
"56168",271.63318,-7.020682e-05,-0.031871874
"56169",271.63718,-4.0322542e-05,-0.031872246
"56170",271.64117,0.00023138523,-0.031872638
"56171",271.64517,0.00037398934,-0.03187305
"56172",271.64917,0.00017219782,-0.031873487
"56173",271.65317,-7.335842e-05,-0.031873945
"56174",271.65717,-4.260242e-05,-0.031874422
"56175",271.66116,0.00022930652,-0.031874917
"56176",271.66516,0.00036907196,-0.031875435
"56177",271.66916,0.00016591698,-0.03187598
"56178",271.67316,-7.9371035e-05,-0.03187654
"56179",271.67715,-4.4345856e-05,-0.031877127
"56180",271.68115,0.00022823364,-0.03187773
"56181",271.68515,0.00036355108,-0.03187836
"56182",271.68915,0.00015856326,-0.03187901
"56183",271.69315,-8.442253e-05,-0.031879686
"56184",271.69714,-4.836917e-05,-0.031880382
"56185",271.70114,0.00022472441,-0.0318811
"56186",271.70514,0.000358589,-0.031881843
"56187",271.70914,0.00015174598,-0.03188261
"56188",271.71313,-9.119511e-05,-0.0318834
"56189",271.71713,-5.1409006e-05,-0.031884212
"56190",271.72113,0.00022262335,-0.031885047
"56191",271.72513,0.00035385042,-0.031885907
"56192",271.72913,0.00014390051,-0.031886794
"56193",271.73312,-9.575486e-05,-0.031887706
"56194",271.73712,-5.3443015e-05,-0.03188864
"56195",271.74112,0.00022083521,-0.031889603
"56196",271.74512,0.00035027415,-0.03189059
"56197",271.7491,0.00013842434,-0.031891603
"56198",271.7531,-0.000100672245,-0.031892642
"56199",271.7571,-5.5477023e-05,-0.031893704
"56200",271.7611,0.00021918118,-0.03189479
"56201",271.7651,0.00034629554,-0.0318959
"56202",271.7691,0.00013370812,-0.03189704
"56203",271.7731,-0.00010433793,-0.0318982
"56204",271.7771,-5.686283e-05,-0.031899385
"56205",271.7811,0.00021895766,-0.031900592
"56206",271.7851,0.00034303218,-0.03190182
"56207",271.7891,0.00012780726,-0.031903077
"56208",271.7931,-0.00010885298,-0.031904355
"56209",271.7971,-5.8338046e-05,-0.03190565
"56210",271.8011,0.00021763891,-0.031906962
"56211",271.80508,0.00033909827,-0.031908296
"56212",271.80908,0.00012143701,-0.03190965
"56213",271.81308,-0.00011124462,-0.031911016
"56214",271.81708,-5.9969723e-05,-0.031912398
"56215",271.82108,0.00021567196,-0.03191379
"56216",271.82507,0.00033663958,-0.0319152
"56217",271.82907,0.000116586685,-0.03191662
"56218",271.83307,-0.00011656433,-0.03191805
"56219",271.83707,-6.1154366e-05,-0.031919487
"56220",271.84106,0.00021623075,-0.031920932
"56221",271.84506,0.00033433735,-0.031922385
"56222",271.84906,0.000111334026,-0.031923845
"56223",271.85306,-0.00011884421,-0.03192531
"56224",271.85706,-6.119907e-05,-0.031926773
"56225",271.86105,0.00021433085,-0.031928238
"56226",271.86505,0.00033131987,-0.031929705
"56227",271.86905,0.000107467175,-0.031931173
"56228",271.87305,-0.00012226403,-0.03193264
"56229",271.87704,-6.070733e-05,-0.031934105
"56230",271.88104,0.00021596253,-0.03193556
"56231",271.88504,0.00032798946,-0.031937018
"56232",271.88904,0.00010254979,-0.03193847
"56233",271.89304,-0.00012452155,-0.031939916
"56234",271.89703,-6.0997903e-05,-0.031941354
"56235",271.90103,0.00021643192,-0.03194278
"56236",271.90503,0.00032582134,-0.031944204
"56237",271.90903,9.881705e-05,-0.03194562
"56238",271.91302,-0.00012733787,-0.031947024
"56239",271.91702,-6.1266124e-05,-0.031948417
"56240",271.92102,0.00021739304,-0.031949796
"56241",271.92502,0.0003246367,-0.031951167
"56242",271.92902,9.546429e-05,-0.031952526
"56243",271.933,-0.00012753904,-0.031953875
"56244",271.937,-5.9701502e-05,-0.03195521
"56245",271.941,0.00021855533,-0.031956527
"56246",271.945,0.0003240779,-0.03195783
"56247",271.949,9.2089176e-05,-0.031959124
"56248",271.953,-0.00013006479,-0.0319604
"56249",271.957,-5.8293343e-05,-0.031961665
"56250",271.961,0.00021913648,-0.03196291
"56251",271.965,0.00032244623,-0.031964142
"56252",271.969,8.819997e-05,-0.03196536
"56253",271.973,-0.00013207644,-0.031966563
"56254",271.977,-5.8092177e-05,-0.031967748
"56255",271.981,0.00022023171,-0.031968914
"56256",271.985,0.0003207922,-0.03197007
"56257",271.98898,8.659065e-05,-0.03197121
"56258",271.99298,-0.00013388693,-0.031972334
"56259",271.99698,-5.6415796e-05,-0.03197344
"56260",272.00098,0.00022159517,-0.031974528
"56261",272.00497,0.00031864643,-0.0319756
"56262",272.00897,8.187443e-05,-0.031976663
"56263",272.01297,-0.00013424456,-0.03197771
"56264",272.01697,-5.608052e-05,-0.031978738
"56265",272.02097,0.00022304803,-0.03197975
"56266",272.02496,0.0003184229,-0.03198075
"56267",272.02896,7.986277e-05,-0.031981736
"56268",272.03296,-0.00013632327,-0.03198271
"56269",272.03696,-5.505234e-05,-0.031983666
"56270",272.04095,0.00022360682,-0.03198461
"56271",272.04495,0.0003175512,-0.03198554
"56272",272.04895,7.575005e-05,-0.03198646
"56273",272.05295,-0.00013694912,-0.031987365
"56274",272.05695,-5.313009e-05,-0.031988256
"56275",272.06094,0.00022438914,-0.031989135
"56276",272.06494,0.00031520426,-0.031990007
"56277",272.06894,7.481128e-05,-0.031990867
"56278",272.07294,-0.00013875961,-0.031991716
"56279",272.07693,-5.3040683e-05,-0.031992555
"56280",272.08093,0.0002245009,-0.03199338
"56281",272.08493,0.0003131032,-0.0319942
"56282",272.08893,7.002801e-05,-0.031995013
"56283",272.09293,-0.00014039129,-0.031995818
"56284",272.09692,-5.1386654e-05,-0.031996615
"56285",272.10092,0.00022695959,-0.031997405
"56286",272.10492,0.0003118962,-0.03199819
"56287",272.10892,6.7837536e-05,-0.031998973
"56288",272.1129,-0.00014206767,-0.03199975
"56289",272.1169,-5.1654875e-05,-0.03200052
"56290",272.1209,0.00022662431,-0.032001283
"56291",272.1249,0.00030729175,-0.032002047
"56292",272.1289,6.122142e-05,-0.03200281
"56293",272.1329,-0.00014553219,-0.03200357
"56294",272.1369,-5.3040683e-05,-0.032004327
"56295",272.1409,0.00022488087,-0.032005083
"56296",272.1449,0.00030396134,-0.03200584
"56297",272.1489,5.699694e-05,-0.0320066
"56298",272.1529,-0.00014884025,-0.03200736
"56299",272.1569,-5.3152442e-05,-0.03200812
"56300",272.1609,0.00022248924,-0.032008883
"56301",272.1649,0.0003004521,-0.03200965
"56302",272.16888,5.183369e-05,-0.032010425
"56303",272.17288,-0.00015127659,-0.032011203
"56304",272.17688,-5.4895878e-05,-0.032011986
"56305",272.18088,0.00022128224,-0.032012776
"56306",272.18488,0.00029680878,-0.032013573
"56307",272.18887,4.6737492e-05,-0.03201438
"56308",272.19287,-0.00015567988,-0.032015197
"56309",272.19687,-5.5477023e-05,-0.03201602
"56310",272.20087,0.00022018701,-0.032016855
"56311",272.20486,0.00029182434,-0.0320177
"56312",272.20886,3.889203e-05,-0.03201856
"56313",272.21286,-0.00016093254,-0.03201943
"56314",272.21686,-5.992502e-05,-0.032020308
"56315",272.22086,0.00021670014,-0.0320212
"56316",272.22485,0.00028581172,-0.032022104
"56317",272.22885,3.196299e-05,-0.032023024
"56318",272.23285,-0.00016730279,-0.03202396
"56319",272.23685,-6.271899e-05,-0.032024905
"56320",272.24084,0.00021283329,-0.032025866
