"","Time..s.","PPG.trace","Preprocessed.PPG"
"38697",531.001,79.51537,94.091194
"38698",531.0143,79.50805,94.068726
"38699",531.0276,79.4641,94.00941
"38700",531.0409,79.37621,93.90477
"38701",531.0542,79.24925,93.758316
"38702",531.0675,79.093,93.578606
"38703",531.0808,78.92699,93.38425
"38704",531.0941,78.75365,93.177376
"38705",531.1074,78.58518,92.96996
"38706",531.1207,78.42893,92.7695
"38707",531.13403,78.27512,92.5666
"38708",531.14734,78.12863,92.3662
"38709",531.16064,77.99191,92.171005
"38710",531.17395,77.86496,91.9813
"38711",531.18726,77.7551,91.80472
"38712",531.20056,77.662315,91.641785
"38713",531.21387,77.58907,91.49549
"38714",531.2272,77.55001,91.38109
"38715",531.2405,77.58907,91.34359
"38716",531.2538,77.79172,91.470894
"38717",531.2671,78.260475,91.87064
"38718",531.2804,79.03685,92.59266
"38719",531.2937,80.07446,93.600174
"38720",531.307,81.231705,94.75974
"38721",531.3203,82.31083,95.87736
"38722",531.3336,83.11894,96.75768
"38723",531.3469,83.55352,97.28973
"38724",531.3602,83.617,97.46425
"38725",531.37354,83.38262,97.3429
"38726",531.38684,82.96513,97.03112
"38727",531.40015,82.459755,96.6184
"38728",531.41345,81.94217,96.17768
"38729",531.42676,81.45632,95.752525
"38730",531.44006,81.02663,95.36834
"38731",531.45337,80.65064,95.02444
"38732",531.4667,80.323494,94.71762
"38733",531.48,80.03296,94.437195
"38734",531.4933,79.783936,94.1892
"38735",531.5066,79.57885,93.97736
"38736",531.5199,79.42748,93.812836
"38737",531.5332,79.33959,93.707054
"38738",531.5465,79.32006,93.666885
"38739",531.5598,79.34936,93.674934
"38740",531.5731,79.40307,93.70831
"38741",531.5864,79.46166,93.74825
"38742",531.59973,79.49828,93.76805
"38743",531.61304,79.49096,93.74505
"38744",531.62634,79.43725,93.67543
"38745",531.63965,79.344475,93.56507
"38746",531.65295,79.21507,93.415184
"38747",531.66626,79.063705,93.23929
"38748",531.67957,78.90257,93.0489
"38749",531.6929,78.73899,92.85102
"38750",531.7062,78.57542,92.64804
"38751",531.7195,78.41428,92.44239
"38752",531.7328,78.26536,92.24391
"38753",531.7461,78.12619,92.05054
"38754",531.7594,78.00168,91.86747
"38755",531.7727,77.891815,91.69516
"38756",531.786,77.7966,91.534065
"38757",531.7993,77.71603,91.384636
"38758",531.8126,77.65499,91.25223
"38759",531.8259,77.645226,91.16918
"38760",531.83923,77.76486,91.21523
"38761",531.85254,78.116425,91.49695
"38762",531.86584,78.77074,92.0924
"38763",531.87915,79.72045,93.0037
"38764",531.89246,80.85329,94.1278
"38765",531.90576,81.98123,95.28241
"38766",531.91907,82.90166,96.26475
"38767",531.9324,83.47051,96.92428
"38768",531.9457,83.64629,97.20851
"38769",531.959,83.49004,97.16621
"38770",531.9723,83.10918,96.8944
"38771",531.9856,82.61356,96.49595
"38772",531.9989,82.08377,96.04783
"38773",532.0122,81.57107,95.60024
"38774",532.0255,81.10719,95.18546
"38775",532.0388,80.69703,94.8099
"38776",532.0521,80.3357,94.47035
"38777",532.0654,80.02319,94.168335
"38778",532.07874,79.766846,93.91271
"38779",532.09204,79.57885,93.71743
"38780",532.10535,79.46899,93.594406
"38781",532.11865,79.44457,93.5534
"38782",532.13196,79.50317,93.594635
"38783",532.14526,79.61059,93.68653
"38784",532.15857,79.73754,93.801315
"38785",532.1719,79.852295,93.90787
"38786",532.1852,79.92554,93.976494
"38787",532.1985,79.937744,93.986374
"38788",532.2118,79.886475,93.93316
"38789",532.2251,79.77905,93.82219
"38790",532.2384,79.635,93.671234
"38791",532.2517,79.46899,93.49381
"38792",532.265,79.290764,93.298996
"38793",532.2783,79.11009,93.09616
"38794",532.2916,78.93187,92.89013
"38795",532.30493,78.75853,92.68341
"38796",532.31824,78.59251,92.47859
"38797",532.33154,78.44114,92.28324
"38798",532.34485,78.30686,92.10025
"38799",532.35815,78.187225,91.927704
"38800",532.37146,78.09201,91.77584
"38801",532.38477,78.02365,91.64786
"38802",532.3981,78.02609,91.58854
"38803",532.4114,78.184784,91.68555
"38804",532.4247,78.60227,92.04631
"38805",532.438,79.32494,92.7253
"38806",532.4513,80.31373,93.69299
"38807",532.4646,81.43923,94.8283
"38808",532.4779,82.50858,95.94263
"38809",532.4912,83.32891,96.84135
"38810",532.5045,83.78302,97.39948
"38811",532.5178,83.861145,97.595825
"38812",532.5311,83.63409,97.489426
"38813",532.54443,83.21416,97.18306
"38814",532.55774,82.69657,96.765915
"38815",532.57104,82.15701,96.31062
"38816",532.58435,81.64675,95.86777
"38817",532.59766,81.18776,95.460236
"38818",532.61096,80.780045,95.08964
"38819",532.62427,80.42359,94.75756
"38820",532.6376,80.11841,94.465614
"38821",532.6509,79.86206,94.21297
"38822",532.6642,79.67162,94.01822
"38823",532.6775,79.55932,93.89565
"38824",532.6908,79.53246,93.85503
"38825",532.7041,79.57397,93.88192
"38826",532.7174,79.66186,93.9565
"38827",532.7307,79.76929,94.05336
"38828",532.744,79.85962,94.13648
"38829",532.7573,79.90112,94.1736
"38830",532.7706,79.888916,94.1583
"38831",532.78394,79.815674,94.08159
"38832",532.79724,79.693596,93.95375
"38833",532.81055,79.534904,93.785484
"38834",532.82385,79.35668,93.59273
"38835",532.83716,79.168686,93.38463
"38836",532.85046,78.98558,93.175545
"38837",532.8638,78.80736,92.96562
"38838",532.8771,78.63645,92.75745
"38839",532.8904,78.4802,92.558586
"38840",532.9037,78.3386,92.36949
