"","Time..s.","PPG.trace","Preprocessed.PPG"
"32036",427.30682,74.581215,73.03772
"32037",427.32013,76.680855,74.968025
"32038",427.33344,79.656975,77.84042
"32039",427.34686,83.175095,81.347824
"32040",427.36017,86.72495,84.9969
"32041",427.37347,89.74502,88.22712
"32042",427.38678,91.861755,90.64839
"32043",427.4001,93.00679,92.16411
"32044",427.4135,93.30709,92.87087
"32045",427.42682,92.92622,92.90585
"32046",427.44012,92.05463,92.4382
"32047",427.45355,90.87785,91.63814
"32048",427.46686,89.579,90.67922
"32049",427.48016,88.307014,89.70658
"32050",427.49347,87.16441,88.82358
"32051",427.50677,86.222015,88.105064
"32052",427.5202,85.487144,87.56463
"32053",427.5335,84.92073,87.169685
"32054",427.5468,84.437325,86.84005
"32055",427.56024,83.96857,86.50996
"32056",427.57355,83.47051,86.13592
"32057",427.58685,82.94316,85.71702
"32058",427.60016,82.423134,85.28896
"32059",427.61346,81.97635,84.9179
"32060",427.6269,81.65652,84.65983
"32061",427.6402,81.480736,84.53581
"32062",427.6535,81.42947,84.530815
"32063",427.66693,81.45876,84.60478
"32064",427.68024,81.512474,84.70408
"32065",427.69354,81.5198,84.75867
"32066",427.70685,81.43923,84.72559
"32067",427.72015,81.23659,84.567924
"32068",427.73358,80.91188,84.28186
"32069",427.7469,80.46754,83.86601
"32070",427.7602,79.93042,83.343506
"32071",427.77362,79.327385,82.7383
"32072",427.78693,78.68284,82.07273
"32073",427.80023,78.01877,81.3675
"32074",427.81354,77.3547,80.64152
"32075",427.82684,76.70527,79.909424
"32076",427.84027,76.09979,79.20099
"32077",427.85358,75.54803,78.52734
"32078",427.86688,75.05974,77.89993
"32079",427.8803,74.64225,77.328064
"32080",427.89362,74.29801,76.8164
"32081",427.90692,74.02945,76.36965
"32082",427.92023,73.83414,75.98776
"32083",427.93353,73.704735,75.66568
"32084",427.94696,73.633934,75.398155
"32085",427.96027,73.6144,75.17969
"32086",427.97357,73.62417,74.98991
"32087",427.987,73.65835,74.824844
"32088",428.0003,73.70718,74.6755
"32089",428.0136,73.77066,74.542336
"32090",428.02692,73.846344,74.423355
"32091",428.04022,73.92691,74.31162
"32092",428.05365,74.00992,74.20485
"32093",428.06696,74.0856,74.093346
"32094",428.08026,74.144196,73.96712
"32095",428.0937,74.175934,73.815865
"32096",428.107,74.175934,73.633865
"32097",428.1203,74.144196,73.42013
"32098",428.1336,74.090485,73.183426
"32099",428.1469,74.01724,72.925514
"32100",428.16034,73.936676,72.65799
"32101",428.17365,73.848785,72.38062
"32102",428.18695,73.763336,72.10295
"32103",428.20038,73.68276,71.827484
"32104",428.21368,73.6144,71.561714
"32105",428.227,73.55581,71.30357
"32106",428.2403,73.51919,71.065575
"32107",428.2536,73.548485,70.89235
"32108",428.26703,73.83414,70.976395
"32109",428.28033,74.67887,71.62845
"32110",428.29364,76.317085,73.10038
"32111",428.30707,78.78294,75.45115
"32112",428.32037,81.864044,78.49422
"32113",428.33368,85.15999,81.84841
"32114",428.347,88.1532,85.00287
"32115",428.3603,90.41154,87.51599
"32116",428.37372,91.75433,89.18415
"32117",428.38702,92.22797,90.02511
"32118",428.40033,91.983826,90.16309
"32119",428.41376,91.192795,89.74656
"32120",428.42706,90.04776,88.9513
"32121",428.44037,88.71229,87.929825
"32122",428.45367,87.33776,86.82756
"32123",428.46698,86.03891,85.75801
"32124",428.4804,84.90852,84.81634
"32125",428.4937,83.98566,84.04686
"32126",428.50702,83.26055,83.446304
"32127",428.52045,82.68925,82.97689
"32128",428.53375,82.20828,82.57996
"32129",428.54706,81.76639,82.20708
"32130",428.56036,81.36111,81.856995
"32131",428.57367,81.01686,81.55528
"32132",428.5871,80.780045,81.35024
"32133",428.6004,80.68238,81.276955
"32134",428.6137,80.726326,81.342224
"32135",428.62714,80.87038,81.50897
"32136",428.64044,81.06081,81.7266
"32137",428.65375,81.22438,81.923325
"32138",428.66705,81.307396,82.0446
"32139",428.68036,81.27322,82.05128
"32140",428.6938,81.109634,81.92748
"32141",428.7071,80.814224,81.66675
"32142",428.7204,80.411385,81.28935
"32143",428.73383,79.92554,80.81636
"32144",428.74713,79.38354,80.27203
"32145",428.76044,78.81224,79.68147
"32146",428.77374,78.23605,79.06817
"32147",428.78705,77.67452,78.451515
"32148",428.80048,77.134964,77.83929
"32149",428.81378,76.63691,77.2517
"32150",428.8271,76.18524,76.69494
"32151",428.8405,75.77997,76.170456
"32152",428.85382,75.421074,75.67969
"32153",428.86713,75.11101,75.22653
"32154",428.88043,74.85222,74.814964
"32155",428.89374,74.64469,74.44657
"32156",428.90717,74.49088,74.12541
"32157",428.92047,74.38102,73.84339
"32158",428.93378,74.322426,73.60921
"32159",428.9472,74.30045,73.40981
"32160",428.9605,74.31266,73.24391
"32161",428.97382,74.34928,73.102806
"32162",428.98712,74.407875,72.98482
"32163",429.00043,74.46891,72.8711
"32164",429.01385,74.527504,72.75685
"32165",429.02716,74.57145,72.62978
"32166",429.04047,74.60807,72.496765
"32167",429.0539,74.64225,72.36245
"32168",429.0672,74.67155,72.22432
"32169",429.0805,74.69352,72.07978
"32170",429.0938,74.70817,71.928604
"32171",429.10712,74.71061,71.76568
"32172",429.12054,74.6984,71.58818
"32173",429.13385,74.67643,71.400536
"32174",429.14716,74.652016,71.20976
"32175",429.16058,74.62516,71.015785
"32176",429.1739,74.598305,70.82097
"32177",429.1872,74.55924,70.613106
"32178",429.2005,74.510414,70.39426
"32179",429.2138,74.44694,70.15923
"32180",429.22723,74.37858,69.91734
"32181",429.24054,74.3444,69.7075
"32182",429.25385,74.52018,69.70654
"32183",429.26727,75.18913,70.204254
"32184",429.28058,76.60517,71.469955
"32185",429.29388,78.84642,73.60512
"32186",429.3072,81.76395,76.486595
"32187",429.3205,85.00374,79.78151
"32188",429.33392,88.07263,83.00677
"32189",429.34723,90.51896,85.70537
"32190",429.36053,92.1181,87.63323
"32191",429.37396,92.857864,88.751686
"32192",429.38727,92.857864,89.153496
"32193",429.40057,92.29145,88.98889
"32194",429.41388,91.34417,88.42572
"32195",429.4272,90.19913,87.635185
"32196",429.4406,89.005264,86.76005
"32197",429.45392,87.87976,85.915955
"32198",429.46722,86.90318,85.18562
"32199",429.48065,86.10971,84.60787
"32200",429.49396,85.4847,84.17379
"32201",429.50726,84.979324,83.839806
"32202",429.52057,84.53986,83.55595
"32203",429.53387,84.11261,83.27056
"32204",429.5473,83.67315,82.95962
"32205",429.5606,83.23369,82.63494
"32206",429.5739,82.83574,82.33804
"32207",429.58734,82.51835,82.10927
"32208",429.60065,82.31815,81.98777
"32209",429.61395,82.2327,81.974754
"32210",429.62726,82.24246,82.05429
"32211",429.64056,82.29374,82.175644
"32212",429.654,82.337685,82.29127
"32213",429.6673,82.32792,82.35455
"32214",429.6806,82.22781,82.327194
"32215",429.69403,82.020294,82.18929
"32216",429.70734,81.69802,81.93015
