"","Time..s.","PPG.trace","Preprocessed.PPG"
"37845",517.9979,76.50263,105.198715
"37846",518.0112,76.43183,105.01862
"37847",518.0246,76.34638,104.82167
"37848",518.0379,76.24872,104.60983
"37849",518.0513,76.14618,104.39007
"37850",518.0646,76.06561,104.18907
"37851",518.07794,76.06073,104.06124
"37852",518.09125,76.24872,104.12613
"37853",518.1046,76.77852,104.538704
"37854",518.1179,77.77463,105.43414
"37855",518.1313,79.26635,106.85632
"37856",518.1446,81.18288,108.74992
"37857",518.15796,83.32159,110.9256
"37858",518.17126,85.42367,113.13148
"37859",518.18463,87.23033,115.10763
"37860",518.19794,88.568245,116.671486
"37861",518.2113,89.356834,117.72783
"37862",518.2246,89.61562,118.27902
"37863",518.238,89.42275,118.38664
"37864",518.2513,88.902725,118.16108
"37865",518.26465,88.18494,117.7215
"37866",518.27795,87.38659,117.178925
"37867",518.2913,86.59556,116.61873
"37868",518.3046,85.86557,116.09485
"37869",518.318,85.21126,115.62383
"37870",518.3313,84.62287,115.198296
"37871",518.34467,84.085754,114.80564
"37872",518.358,83.5877,114.435265
"37873",518.37134,83.13603,114.09571
"37874",518.38464,82.75517,113.81285
"37875",518.398,82.45731,113.60109
"37876",518.4113,82.25468,113.47524
"37877",518.4247,82.125275,113.4163
"37878",518.438,82.04471,113.402145
"37879",518.45135,81.96658,113.38792
"37880",518.46466,81.85916,113.34195
"37881",518.478,81.69802,113.23891
"37882",518.49133,81.480736,113.074684
"37883",518.5047,81.20241,112.84263
"37884",518.518,80.86305,112.54085
"37885",518.5314,80.47486,112.17963
"37886",518.5447,80.05493,111.774536
"37887",518.55804,79.61059,111.33191
"37888",518.57135,79.15648,110.86563
"37889",518.5847,78.71458,110.39737
"37890",518.598,78.294655,109.93728
"37891",518.6114,77.90158,109.49091
"37892",518.6247,77.54269,109.066444
"37893",518.63806,77.22041,108.66738
"37894",518.65137,76.93477,108.294876
"37895",518.66473,76.67597,107.94029
"37896",518.67804,76.44892,107.60937
"37897",518.6914,76.24872,107.298195
"37898",518.7047,76.07782,107.01007
"37899",518.7181,75.93378,106.74346
"37900",518.7314,75.81415,106.496765
"37901",518.74475,75.718925,106.27074
"37902",518.75806,75.6408,106.05883
"37903",518.7714,75.579765,105.86157
"37904",518.7847,75.528496,105.67217
"37905",518.7981,75.48943,105.49338
"37906",518.8114,75.45281,105.3158
"37907",518.82477,75.406425,105.12732
"37908",518.8381,75.35027,104.92762
"37909",518.85144,75.284355,104.7164
"37910",518.86475,75.1989,104.48358
"37911",518.8781,75.0988,104.23345
"37912",518.8914,74.9987,103.980194
"37913",518.9048,74.9279,103.753105
"37914",518.9181,74.96208,103.628784
"37915",518.93146,75.23552,103.74479
"37916",518.94476,75.89227,104.252655
"37917",518.9581,77.049515,105.28153
"37918",518.97144,78.709694,106.84951
"37919",518.9848,80.76051,108.86001
"37920",518.9981,82.984665,111.107925
"37921",519.0115,85.09895,113.31548
"37922",519.0248,86.86168,115.23755
"37923",519.03815,88.11658,116.70687
"37924",519.05145,88.80751,117.65144
"37925",519.0648,88.973526,118.0927
"37926",519.0781,88.70985,118.109436
"37927",519.0915,88.148315,117.82008
"37928",519.1048,87.42077,117.34717
"37929",519.11816,86.64683,116.80513
"37930",519.1315,85.909515,116.27553
"37931",519.14484,85.25033,115.80101
"37932",519.15814,84.6717,115.38645
"37933",519.1715,84.14923,115.00997
"37934",519.1848,83.65118,114.64158
"37935",519.1982,83.160446,114.264946
"37936",519.2115,82.684364,113.88763
"37937",519.22485,82.24246,113.52961
"37938",519.23816,81.85672,113.21394
"37939",519.2515,81.54421,112.95946
"37940",519.26483,81.29763,112.76113
"37941",519.2782,81.094986,112.59904
"37942",519.2915,80.90456,112.442825
"37943",519.3049,80.70191,112.26845
"37944",519.3182,80.46754,112.05601
"37945",519.33154,80.18921,111.79229
"37946",519.34485,79.8645,111.473495
"37947",519.3582,79.4934,111.09816
"37948",519.3715,79.08812,110.67705
"37949",519.3849,78.65598,110.216415
"37950",519.3982,78.2092,109.72763
"37951",519.41156,77.7673,109.229774
"37952",519.42487,77.33761,108.73031
"37953",519.43823,76.93477,108.24427
"37954",519.45154,76.56367,107.77738
"37955",519.4649,76.226746,107.33308
"37956",519.4782,75.92157,106.90999
"37957",519.4916,75.64568,106.50665
"37958",519.5049,75.40154,106.12644
"37959",519.51825,75.18913,105.77033
"37960",519.53156,75.003586,105.43445
"37961",519.5449,74.847336,105.12206
"37962",519.5582,74.71549,104.8292
"37963",519.5716,74.60319,104.55176
"37964",519.5849,74.50797,104.287895
"37965",519.59827,74.42985,104.03815
"37966",519.6116,74.371254,103.80549
"37967",519.62494,74.32975,103.58809
"37968",519.63824,74.29557,103.37672
"37969",519.6516,74.2736,103.17648
"37970",519.6649,74.25651,102.980446
"37971",519.6783,74.24185,102.78631
"37972",519.6916,74.2272,102.59172
"37973",519.70496,74.20767,102.39179
"37974",519.71826,74.175934,102.17905
"37975",519.7316,74.12955,101.95066
"37976",519.74493,74.06851,101.70618
"37977",519.7583,74.005035,101.457344
"37978",519.7716,73.94888,101.21385
"37979",519.785,73.936676,101.01255
"37980",519.7983,74.06119,100.947586
"37981",519.81165,74.44938,101.15019
"37982",519.82495,75.22575,101.75311
"37983",519.8383,76.45869,102.83685
"37984",519.8516,78.11398,104.381485
"37985",519.865,80.0354,106.243965
"37986",519.8783,81.986115,108.195786
"37987",519.89166,83.717094,109.98883
"37988",519.90497,85.030594,111.41849
"37989",519.91833,85.83627,112.38137
"37990",519.93164,86.136566,112.864044
"37991",519.945,86.00961,112.928856
"37992",519.9583,85.57259,112.679634
"37993",519.9717,84.95491,112.23609
"37994",519.985,84.281075,111.717094
"37995",519.99835,83.63409,111.20389
"37996",520.01166,83.070114,110.75348
"37997",520.025,82.59159,110.370895
"37998",520.0383,82.18631,110.0466
"37999",520.0517,81.82254,109.75115
"38000",520.065,81.48562,109.47118
"38001",520.07837,81.16823,109.20022
"38002",520.0917,80.88747,108.95596
"38003",520.10504,80.66529,108.76152
"38004",520.11835,80.51392,108.63094
"38005",520.1317,80.413826,108.546906
"38006",520.145,80.35279,108.4988
"38007",520.1584,80.30152,108.45856
"38008",520.1717,80.23071,108.39717
"38009",520.18506,80.12329,108.29696
"38010",520.19836,79.971924,108.149445
"38011",520.21173,79.77661,107.953255
"38012",520.22504,79.53246,107.702126
"38013",520.2384,79.256584,107.41164
"38014",520.2517,78.96117,107.09299
"38015",520.2651,78.6511,106.75046
"38016",520.2784,78.34348,106.40069
"38017",520.29175,78.048065,106.053505
"38018",520.30505,77.769745,105.71419
"38019",520.3184,77.50851,105.383255
"38020",520.3317,77.27169,105.06858
"38021",520.3451,77.05684,104.76847
"38022",520.3584,76.87373,104.49339
"38023",520.37177,76.717476,104.23944
"38024",520.3851,76.59052,104.00991
"38025",520.39844,76.48554,103.798386
"38026",520.41174,76.404976,103.607994
"38027",520.4251,76.3415,103.432175
"38028",520.4384,76.29023,103.26658
"38029",520.4518,76.24872,103.10914
"38030",520.4651,76.21942,102.962616
"38031",520.47845,76.19989,102.82494
"38032",520.49176,76.192566,102.69887
"38033",520.5051,76.190125,102.577446
"38034",520.51843,76.19501,102.46327
"38035",520.5318,76.20477,102.35413
"38036",520.5451,76.21454,102.2453
"38037",520.5585,76.224304,102.13677
"38038",520.5718,76.224304,102.01878
"38039",520.58514,76.22186,101.89835
"38040",520.59845,76.20477,101.7632
"38041",520.6118,76.17792,101.617744
"38042",520.6251,76.1413,101.461685
"38043",520.6385,76.09979,101.2996
"38044",520.6518,76.06073,101.13866
"38045",520.66516,76.053406,101.00823
"38046",520.67847,76.14862,100.98012
"38047",520.69183,76.45136,101.162506
"38048",520.70514,77.07881,101.67906
"38049",520.7185,78.10422,102.61318
"38050",520.7318,79.500725,103.95045
"38051",520.7452,81.13893,105.57305
"38052",520.7585,82.811325,107.28104
"38053",520.77185,84.283516,108.84108
"38054",520.78516,85.37972,110.071144
"38055",520.7985,86.02426,110.8838
"38056",520.8118,86.2269,111.27469
"38057",520.8252,86.06088,111.30326
"38058",520.8385,85.63851,111.07029
"38059",520.85187,85.06477,110.67275
"38060",520.8652,84.437325,110.203575
"38061",520.87854,83.82941,109.73432
"38062",520.89185,83.28008,109.304665
"38063",520.9052,82.79912,108.9262
"38064",520.9185,82.38163,108.59618
"38065",520.9319,82.01541,108.30439
"38066",520.9452,81.69314,108.0451
"38067",520.95856,81.42947,107.834335
"38068",520.97186,81.24391,107.69345
"38069",520.9852,81.143814,107.632225
"38070",520.99854,81.12428,107.64844
"38071",521.0119,81.16579,107.725075
"38072",521.0252,81.234146,107.829865
"38073",521.0386,81.29763,107.931915
"38074",521.0519,81.33181,108.006645
"38075",521.06525,81.31228,108.02873
"38076",521.07855,81.231705,107.98917
"38077",521.0919,81.0901,107.886055
"38078",521.1052,80.89723,107.72725
"38079",521.1186,80.66529,107.523346
"38080",521.1319,80.4065,107.28535
"38081",521.14526,80.13794,107.02949
"38082",521.15857,79.86694,106.7628
"38083",521.17194,79.60082,106.49252
"38084",521.18524,79.344475,106.2237
"38085",521.1986,79.10277,105.96151
"38086",521.2119,78.88304,105.713745
"38087",521.2253,78.68528,105.48108
"38088",521.2386,78.51682,105.27154
"38089",521.25195,78.37278,105.08115
"38090",521.26526,78.24826,104.90578
"38091",521.2786,78.14328,104.746056
"38092",521.29193,78.06027,104.60503
"38093",521.3053,77.994354,104.47849
"38094",521.3186,77.943085,104.36455
"38095",521.332,77.91379,104.27097
"38096",521.3453,77.89426,104.18625
"38097",521.35864,77.88205,104.10824
"38098",521.37195,77.86496,104.02496
"38099",521.3853,77.83566,103.92895
"38100",521.3986,77.786835,103.812485
"38101",521.412,77.72335,103.67984
"38102",521.4253,77.642784,103.52813
"38103",521.43866,77.55489,103.36658
"38104",521.45197,77.47433,103.2096
"38105",521.46533,77.4255,103.08185
"38106",521.47864,77.454796,103.03069
"38107",521.492,77.65011,103.14647
"38108",521.5053,78.116425,103.53935
"38109",521.5187,78.91722,104.28129
"38110",521.532,80.04761,105.37784
"38111",521.54535,81.409935,106.74165
"38112",521.55865,82.82597,108.20175
"38113",521.572,84.085754,109.54984
"38114",521.5853,85.02571,110.61748
"38115",521.5987,85.555504,111.30432
"38116",521.612,85.677574,111.6
"38117",521.62537,85.452965,111.55281
"38118",521.6387,84.979324,111.24957
"38119",521.65204,84.36652,110.79237
"38120",521.66534,83.70977,110.27207
"38121",521.6787,83.070114,109.748344
"38122",521.692,82.49882,109.27299
"38123",521.7054,82.00809,108.860344
"38124",521.7187,81.5906,108.50561
"38125",521.73206,81.23659,108.2013
"38126",521.74536,80.94362,107.946976
"38127",521.7587,80.723885,107.75673
"38128",521.77203,80.58961,107.64507
"38129",521.7854,80.54566,107.61955
"38130",521.7987,80.58961,107.68055
"38131",521.8121,80.69703,107.8064
"38132",521.8254,80.816666,107.947815
"38133",521.83875,80.91188,108.06855
"38134",521.85205,80.955826,108.14099
"38135",521.8654,80.93385,108.14889
"38136",521.8787,80.8362,108.080414
"38137",521.8921,80.672615,107.94296
"38138",521.9054,80.45045,107.74181
"38139",521.91876,80.18677,107.49221
"38140",521.93207,79.89868,107.20996
"38141",521.94543,79.60082,106.908936
"38142",521.95874,79.310295,106.605934
"38143",521.9721,79.03685,106.310936
"38144",521.9854,78.78294,106.02693
"38145",521.9988,78.55833,105.76428
"38146",522.0121,78.36057,105.52148
"38147",522.02545,78.19211,105.30178
"38148",522.03876,78.05051,105.10368
"38149",522.0521,77.94064,104.9329
"38150",522.0654,77.855194,104.7831
"38151",522.0788,77.78439,104.64527
"38152",522.0921,77.72823,104.519875
"38153",522.10547,77.679405,104.400055
"38154",522.1188,77.63546,104.28359
"38155",522.13214,77.60372,104.17796
"38156",522.14545,77.574425,104.073784
"38157",522.1588,77.557335,103.980896
"38158",522.1721,77.54757,103.8948
"38159",522.1855,77.53536,103.805954
"38160",522.1988,77.52071,103.71429
"38161",522.21216,77.49142,103.60751
"38162",522.22546,77.44747,103.485176
"38163",522.23883,77.39132,103.34926
"38164",522.25214,77.32052,103.19694
"38165",522.2655,77.24971,103.0424
"38166",522.2788,77.20088,102.90762
"38167",522.2922,77.23262,102.85189
"38168",522.3055,77.44259,102.97538
"38169",522.31885,77.94797,103.40084
"38170",522.33215,78.81712,104.20587
"38171",522.3455,80.0354,105.387184
"38172",522.3588,81.495384,106.848274
"38173",522.3722,83.001755,108.401375
"38174",522.3855,84.334785,109.82821
