"","Time..s.","PPG.trace","Preprocessed.PPG"
"93012",1253.4745,110.25315,270.62622
"93013",1253.4878,104.58167,265.90015
"93014",1253.5011,98.439,260.52567
"93015",1253.5144,92.13519,254.79808
"93016",1253.5277,85.95834,249.00046
"93017",1253.541,80.14282,243.37114
"93018",1253.5543,74.8864,238.11917
"93019",1253.5676,70.3502,233.42317
"93020",1253.5809,66.73197,229.50339
"93021",1253.5942,64.253914,226.6107
"93022",1253.6075,63.160145,225.02487
"93023",1253.6208,63.606926,224.9454
"93024",1253.6342,65.59182,226.41801
"93025",1253.6475,68.878006,229.25395
"93026",1253.6608,73.02602,233.0544
"93027",1253.6741,77.48165,237.2921
"93028",1253.6874,81.66384,241.39558
"93029",1253.7007,85.07698,244.86072
"93030",1253.714,87.40856,247.35095
"93031",1253.7273,88.531624,248.70554
"93032",1253.7406,88.50477,248.9453
"93033",1253.7539,87.50622,248.21252
"93034",1253.7672,85.7728,246.71367
"93035",1253.7805,83.53643,244.6577
"93036",1253.7938,80.987564,242.21935
"93037",1253.8071,78.25803,239.52068
"93038",1253.8204,75.4699,236.6781
"93039",1253.8337,72.7306,233.79723
"93040",1253.847,70.14267,230.98213
"93041",1253.8604,67.791565,228.32298
"93042",1253.8737,65.74563,225.89554
"93043",1253.887,64.04883,223.7533
"93044",1253.9003,62.718243,221.92424
"93045",1253.9136,61.758755,220.4247
"93046",1253.9269,61.17037,219.26627
"93047",1253.9402,60.950638,218.45811
"93048",1253.9535,61.07759,217.98978
"93049",1253.9668,61.49996,217.82082
"93050",1253.9801,62.15427,217.897
"93051",1253.9934,62.96483,218.14989
"93052",1254.0067,63.86572,218.51843
"93053",1254.02,64.86427,219.01279
"93054",1254.0333,66.16556,219.84108
"93055",1254.0466,68.27009,221.51329
"93056",1254.0599,71.922485,224.79913
"93057",1254.0732,77.74044,230.36467
"93058",1254.0865,85.694664,238.24828
"93059",1254.0999,94.94774,247.6793
"93060",1254.1132,104.12512,257.3238
"93061",1254.1265,111.815674,265.76825
"93062",1254.1398,116.996414,271.94324
"93063",1254.1531,119.379265,275.48224
"93064",1254.1664,119.33532,276.66888
"93065",1254.1797,117.523766,276.08655
"93066",1254.193,114.46464,274.20004
"93067",1254.2063,110.44358,271.256
"93068",1254.2196,105.67544,267.43924
"93069",1254.2329,100.40925,262.9754
"93070",1254.2462,94.90379,258.10773
"93071",1254.2595,89.38613,253.05582
"93072",1254.2728,84.03937,248.00237
"93073",1254.2861,79.00511,243.09435
"93074",1254.2994,74.41764,238.47578
"93075",1254.3127,70.46006,234.34375
"93076",1254.326,67.35699,230.94255
"93077",1254.3394,65.36721,228.55768
"93078",1254.3527,64.70313,227.43633
"93079",1254.366,65.44778,227.70294
