"","Time..s.","PPG.trace","Preprocessed.PPG"
"14868",236.3537,82.66239,109.21764
"14869",236.367,81.99588,108.63433
"14870",236.38037,81.47341,108.17423
"14871",236.39368,81.11696,107.86382
"14872",236.40704,80.89723,107.679
"14873",236.42035,80.74586,107.555664
"14874",236.43372,80.59449,107.427605
"14875",236.44702,80.39185,107.243546
"14876",236.46039,80.08423,106.948166
"14877",236.4737,79.64233,106.508896
"14878",236.48706,79.07103,105.92642
"14879",236.50037,78.382545,105.20891
"14880",236.51373,77.60128,104.3771
"14881",236.52704,76.76875,103.46961
"14882",236.5404,75.9411,102.540985
"14883",236.55371,75.14763,101.620674
"14884",236.56708,74.41764,100.73905
"14885",236.58038,73.76822,99.915184
"14886",236.59375,73.21156,99.16379
"14887",236.60706,72.74525,98.48534
"14888",236.62042,72.36683,97.8802
"14889",236.63373,72.078735,97.35358
"14890",236.6471,71.88342,96.91072
"14891",236.6604,71.776,96.54965
"14892",236.67377,71.744255,96.26091
"14893",236.68707,71.77844,96.03711
"14894",236.70044,71.84924,95.85098
"14895",236.71375,71.93225,95.679276
"14896",236.72711,71.99817,95.49307
"14897",236.74042,72.027466,95.27231
"14898",236.75378,72.03479,95.03049
"14899",236.76709,72.12756,94.874344
"14900",236.78046,72.56458,95.06535
"14901",236.79376,73.69985,95.96826
"14902",236.80713,75.82391,97.89545
"14903",236.82043,78.96605,100.90708
"14904",236.8338,82.8333,104.74202
"14905",236.8471,86.88121,108.87847
"14906",236.86047,90.46281,112.6751
"14907",236.87378,93.05318,115.59244
"14908",236.88715,94.42771,117.374886
"14909",236.90045,94.659645,118.057686
"14910",236.91382,94.00534,117.861496
"14911",236.92712,92.77486,117.06868
"14912",236.94049,91.25872,115.95176
"14913",236.9538,89.69619,114.741066
"14914",236.96716,88.25819,113.60607
"14915",236.98047,87.044785,112.65074
"14916",236.99384,86.048676,111.87478
"14917",237.00714,85.20393,111.219055
"14918",237.02051,84.42512,110.60286
"14919",237.03381,83.648735,109.96476
"14920",237.04718,82.862595,109.29264
"14921",237.06049,82.11063,108.63013
"14922",237.07385,81.45388,108.03934
"14923",237.08716,80.953384,107.584274
"14924",237.10052,80.62623,107.28691
"14925",237.11383,80.44068,107.12093
"14926",237.1272,80.33326,107.02728
"14927",237.1405,80.23804,106.942474
"14928",237.15387,80.09155,106.80343
"14929",237.16718,79.852295,106.56703
"14930",237.18054,79.49584,106.20596
"14931",237.19385,79.01732,105.711685
"14932",237.20721,78.4387,105.102356
"14933",237.22052,77.786835,104.4017
"14934",237.23389,77.09834,103.64405
"14935",237.2472,76.402534,102.85757
"14936",237.26056,75.733574,102.07619
"14937",237.27386,75.12077,101.33006
"14938",237.28723,74.5861,100.642914
"14939",237.30054,74.14664,100.03427
"14940",237.3139,73.80972,99.51444
"14941",237.32721,73.57046,99.08173
"14942",237.34058,73.411766,98.72212
"14943",237.35388,73.321434,98.42591
"14944",237.36725,73.28481,98.18059
"14945",237.38055,73.28481,97.97074
"14946",237.39392,73.3019,97.777985
"14947",237.40723,73.31899,97.58576
"14948",237.4206,73.32876,97.38675
"14949",237.4339,73.321434,97.17095
"14950",237.44727,73.323875,96.96469
"14951",237.46057,73.41909,96.85128
"14952",237.47394,73.80728,97.03382
"14953",237.48724,74.77898,97.812
"14954",237.50061,76.56855,99.438416
"14955",237.51392,79.21507,101.97771
"14956",237.52728,82.5037,105.241806
"14957",237.54059,85.994965,108.81131
"14958",237.55396,89.146866,112.15055
"14959",237.56726,91.48333,114.77286
"14960",237.58063,92.76997,116.41836
"14961",237.59393,93.033646,117.08109
"14962",237.6073,92.48432,116.93907
"14963",237.6206,91.388115,116.233
"14964",237.63397,90.020905,115.22167
"14965",237.64728,88.62684,114.14076
"14966",237.66064,87.37438,113.1579
"14967",237.67395,86.33189,112.345856
"14968",237.68732,85.472496,111.68433
"14969",237.70062,84.72053,111.10338
"14970",237.71399,83.99054,110.520905
"14971",237.7273,83.245895,109.90096
"14972",237.74066,82.5037,109.2602
"14973",237.75397,81.83475,108.66949
"14974",237.76733,81.30984,108.20191
"14975",237.78064,80.96803,107.90104
"14976",237.794,80.79225,107.75551
"14977",237.80731,80.72144,107.70946
"14978",237.82068,80.672615,107.683174
"14979",237.83398,80.56031,107.59189
"14980",237.84735,80.33814,107.38723
"14981",237.86066,79.97925,107.0389
"14982",237.87402,79.49096,106.549965
"14983",237.88733,78.8806,105.9237
"14984",237.9007,78.184784,105.1929
"14985",237.914,77.44015,104.39154
"14986",237.92737,76.69306,103.56446
"14987",237.94067,75.97772,102.74578
"14988",237.95404,75.32586,101.96822
"14989",237.96735,74.76189,101.25819
"14990",237.98071,74.29557,100.62818
"14991",237.99402,73.92691,100.08126
"14992",238.00739,73.64858,99.61315
"14993",238.02069,73.45815,99.22424
"14994",238.03406,73.35561,98.917274
"14995",238.04736,73.31167,98.665695
"14996",238.06073,73.3019,98.44692
"14997",238.07404,73.29702,98.23273
"14998",238.0874,73.272606,97.99885
"14999",238.10071,73.21156,97.72758
"15000",238.11407,73.11879,97.42267
"15001",238.12738,73.01381,97.10265
"15002",238.14075,72.938126,96.808655
"15003",238.15405,72.99672,96.64657
"15004",238.16742,73.411766,96.842766
"15005",238.18073,74.46403,97.68915
"15006",238.19409,76.34882,99.40095
"15007",238.2074,79.044174,101.9822
"15008",238.22076,82.286415,105.19457
"15009",238.23407,85.61654,108.596146
"15010",238.24744,88.499886,111.65501
"15011",238.26074,90.51652,113.937256
"15012",238.27411,91.49798,115.24736
"15013",238.28741,91.52239,115.63109
"15014",238.30078,90.81682,115.28559
"15015",238.31409,89.652245,114.459045
"15016",238.32745,88.30457,113.41301
"15017",238.34076,86.99107,112.359024
"15018",238.35413,85.86069,111.447105
"15019",238.36743,84.947586,110.71715
"15020",238.3808,84.19806,110.12223
"15021",238.3941,83.51202,109.567375
"15022",238.40747,82.80888,108.97399
"15023",238.42078,82.054474,108.30736
"15024",238.43414,81.27566,107.59274
"15025",238.44745,80.54566,106.90261
"15026",238.46082,79.94995,106.32395
"15027",238.47412,79.534904,105.90734
"15028",238.48749,79.27856,105.63646
"15029",238.5008,79.12474,105.4601
"15030",238.51416,78.99779,105.30579
"15031",238.52747,78.836655,105.11334
"15032",238.54083,78.58518,104.825516
"15033",238.55414,78.221405,104.41753
"15034",238.5675,77.74288,103.88342
"15035",238.58081,77.17403,103.24403
"15036",238.59418,76.53681,102.51851
"15037",238.60748,75.86786,101.74133
"15038",238.62085,75.20378,100.94813
"15039",238.63416,74.57877,100.17324
"15040",238.64752,74.00748,99.43253
"15041",238.66083,73.51186,98.74966
"15042",238.6742,73.1017,98.13674
"15043",238.6875,72.78432,97.60379
"15044",238.70087,72.552376,97.14636
"15045",238.71417,72.3888,96.750046
"15046",238.72754,72.26673,96.39012
"15047",238.74084,72.164185,96.04591
"15048",238.75421,72.05676,95.69362
"15049",238.76752,71.92981,95.318436
"15050",238.78088,71.783325,94.919754
"15051",238.79419,71.62707,94.50673
"15052",238.80756,71.49035,94.10835
"15053",238.82086,71.44152,93.793594
"15054",238.83423,71.66369,93.74831
"15055",238.84753,72.42542,94.24953
