Time (s), PPG trace, Preprocessed PPG
335.46713,79.34203,132.1731
335.48047,79.30053,132.11102
335.4938,79.273674,132.0623
335.50714,79.259026,132.02495
335.52048,79.259026,132.00179
335.5338,79.26391,131.9835
335.54715,79.273674,131.97026
335.5605,79.28588,131.95976
335.57382,79.290764,131.94232
335.58716,79.28588,131.91527
335.6005,79.27123,131.8783
335.61383,79.24193,131.82622
335.62717,79.20531,131.7659
335.6405,79.166245,131.702
335.65384,79.132065,131.64175
335.66718,79.097885,131.58044
335.6805,79.07103,131.52539
335.69385,79.04173,131.46706
335.70718,79.01488,131.41025
335.72052,78.97826,131.34283
335.73386,78.941635,131.27428
335.7472,78.905014,131.20457
335.76053,78.86839,131.13373
335.77386,78.83421,131.06418
335.7872,78.80736,131.00089
335.80054,78.79027,130.94652
335.81387,78.77562,130.89406
335.8272,78.765854,130.84602
335.84055,78.75853,130.80013
335.85388,78.75365,130.75644
335.86722,78.751205,130.71504
335.88055,78.746315,130.67113
335.8939,78.746315,130.63194
335.90723,78.751205,130.59766
335.92056,78.75365,130.56107
335.9339,78.75609,130.52455
335.94724,78.76097,130.49055
335.96057,78.765854,130.45671
335.9739,78.77074,130.42302
335.98724,78.7805,130.39436
336.00058,78.79027,130.36601
336.01392,78.80736,130.34529
336.02725,78.84154,130.3422
336.0406,78.92943,130.39388
336.05392,79.1223,130.55328
336.06726,79.4641,130.86766
336.0806,79.96948,131.3563
336.09393,80.604256,131.99011
336.10727,81.29519,132.69994
336.1206,81.94217,133.38739
336.13394,82.44511,133.95102
336.14728,82.74784,134.33017
336.1606,82.8333,134.5015
336.17395,82.73319,134.48993
336.1873,82.48905,134.3312
336.20062,82.16434,134.08427
336.21396,81.82498,133.81256
336.2273,81.514915,133.55952
336.24063,81.270775,133.36273
336.25397,81.112076,133.24374
336.2673,81.03151,133.19794
336.28064,81.00954,133.2082
336.29398,81.007095,133.23732
336.3073,80.99245,133.25415
336.32065,80.94606,133.23878
336.33398,80.86061,133.1829
336.34732,80.762955,133.11215
336.36066,80.68238,133.05542
336.374,80.64088,133.03525
336.38733,80.64576,133.06017
336.40067,80.67994,133.11453
336.414,80.72144,133.17729
336.42734,80.73853,133.21693
336.44067,80.71168,133.21317
336.454,80.638435,133.16217
336.46735,80.52125,133.06494
336.48068,80.36744,132.92743
336.49402,80.19409,132.76556
336.50735,80.008545,132.58609
336.5207,79.82056,132.39838
336.53403,79.635,132.20721
336.54736,79.466545,132.02734
336.5607,79.3225,131.86662
336.57404,79.21019,131.73314
336.58737,79.12718,131.62544
336.6007,79.07347,131.54445
336.61404,79.03441,131.47643
336.62738,79.00755,131.41939
336.64072,78.98314,131.36395
336.65405,78.97093,131.31996
336.6674,78.96849,131.28535
336.68073,78.97093,131.25555
336.69406,78.975815,131.22827
336.7074,78.9807,131.20114
336.72073,78.975815,131.1644
336.73407,78.96849,131.12506
336.7474,78.958725,131.08305
336.76074,78.94896,131.04074
336.77408,78.92943,130.98836
336.7874,78.9099,130.93536
336.80075,78.88548,130.87688
336.8141,78.85863,130.81519
336.82742,78.83421,130.7551
336.84076,78.8098,130.69424
336.8541,78.78294,130.63019
336.86743,78.751205,130.56041
336.88077,78.71702,130.4872
336.8941,78.6804,130.41048
336.90744,78.64866,130.3375
336.92078,78.626686,130.27328
336.9341,78.61692,130.2206
336.94745,78.61448,130.17493
336.9608,78.61936,130.1365
336.97412,78.624245,130.09824
336.98746,78.624245,130.05524
337.0008,78.624245,130.01224
337.01413,78.624245,129.96924
337.02747,78.624245,129.92624
337.0408,78.63157,129.89056
337.05414,78.63645,129.85268
337.06747,78.64866,129.82227
337.0808,78.65598,129.78735
337.09415,78.66331,129.75267
337.10748,78.66575,129.71333
337.12082,78.67063,129.67651
337.13416,78.675514,129.63985
337.1475,78.68772,129.61066
337.16083,78.709694,129.59161
337.17416,78.75853,129.60013
337.1875,78.86351,129.6663
337.20084,79.07347,129.84074
337.21417,79.4226,130.16092
337.2275,79.91333,130.6336
337.24084,80.50416,131.22173
337.25418,81.11452,131.84784
337.26752,81.63943,132.40758
337.28085,81.99832,132.8177
337.2942,82.14725,133.02908
337.30753,82.09842,133.04736
337.32086,81.88846,132.90298
337.3342,81.57839,132.65193
337.34753,81.22438,132.34724
337.36087,80.885025,132.04616
337.3742,80.59449,131.78328
337.38754,80.38697,131.59435
337.40088,80.26246,131.48193
337.4142,80.216064,131.44374
337.42755,80.22095,131.45538
337.4409,80.24292,131.48425
337.45422,80.2478,131.49673
337.46756,80.22583,131.48251
337.4809,80.181885,131.44562
337.49423,80.14038,131.40979
337.50757,80.128174,131.40198
337.5209,80.15259,131.43039
337.53424,80.20874,131.4913
337.54758,80.272224,131.56131
337.5609,80.32105,131.61865
337.57425,80.33082,131.63846
337.5876,80.2942,131.61218
337.60092,80.21118,131.53836
337.61426,80.09155,131.42532
337.6276,79.94507,131.28171
337.64093,79.783936,131.11887
337.65427,79.62035,130.94853
337.6676,79.47143,130.78773
337.68094,79.33959,130.63937
337.69427,79.22728,130.50642
337.7076,79.14183,130.39682
337.72095,79.07347,130.30164
337.73428,79.01976,130.21896
337.74762,78.98314,130.1517
337.76096,78.96361,130.10039
337.7743,78.958725,130.06311
337.78763,78.96849,130.04033
337.80096,78.99046,130.03006
337.8143,79.0222,130.03024
337.82764,79.05638,130.03386
337.84097,79.093,130.04099
337.8543,79.132065,130.0517
337.86765,79.166245,130.05875
337.88098,79.19066,130.0571
337.89432,79.20775,130.04889
337.90765,79.21263,130.029
337.921,79.21263,130.0044
337.93433,79.20775,129.9749
337.94766,79.19798,129.94037
337.961,79.185776,129.90309
337.97433,79.17357,129.86543
337.98767,79.15404,129.82007
338.001,79.13451,129.7741
338.01434,79.114975,129.72751
338.02768,79.10277,129.68764
338.04102,79.08812,129.64494
338.05435,79.07591,129.60423
338.0677,79.06859,129.56802
338.08102,79.06615,129.53647
338.09436,79.06615,129.50728
338.1077,79.06615,129.47809
338.12103,79.07347,129.45622
338.13437,79.080795,129.43459
338.1477,79.08324,129.4083
338.16104,79.080795,129.3772
338.17438,79.078354,129.34602
338.1877,79.07347,129.31233
338.20105,79.078354,129.28825
338.2144,79.09544,129.27654
338.22772,79.12474,129.27756
338.24106,79.15892,129.28438
338.2544,79.20775,129.30692
338.26773,79.27856,129.35297
338.28107,79.40307,129.45493
338.2944,79.62524,129.65843
338.30774,79.971924,129.99341
338.32108,80.445564,130.46617
338.3344,80.99489,131.02942
338.34775,81.54177,131.60739
338.36108,81.99344,132.10724
338.37442,82.27421,132.4503
338.38776,82.35966,132.60683
338.4011,82.26444,132.58536
338.41443,82.03006,132.42174
338.42776,81.71267,132.16779
338.4411,81.37087,131.87952
338.45444,81.05348,131.60497
338.46777,80.79469,131.3791
338.4811,80.61646,131.22571
338.49445,80.52369,131.1522
338.50778,80.50172,131.1466
338.52112,80.52125,131.18182
338.53445,80.54566,131.22253
338.5478,80.5481,131.24203
338.56113,80.51392,131.22499
338.57446,80.45289,131.18002
338.5878,80.394295,131.13559
338.60114,80.35767,131.1113
338.61447,80.360115,131.12492
338.6278,80.40162,131.17769
338.64114,80.45777,131.2464
338.65448,80.499275,131.30222
338.66782,80.50904,131.32759
338.68115,80.4773,131.31177
338.6945,80.40894,131.25833
338.70782,80.31617,131.17834
338.72116,80.20874,131.0808
338.7345,80.096436,130.975
338.74783,79.98657,130.86816
338.76117,79.88159,130.76276
338.7745,79.78638,130.66385
338.78784,79.7058,130.5766
338.80118,79.64721,130.5088
338.8145,79.60815,130.45871
338.82785,79.58129,130.4196
338.8412,79.56664,130.39186
338.85452,79.56176,130.37343
338.86786,79.56176,130.35973
338.8812,79.569084,130.35335
338.89453,79.58129,130.35208
338.90787,79.603264,130.36096
338.9212,79.62768,130.37297
338.93454,79.65453,130.38818
338.94788,79.67895,130.4018
338.9612,79.70092,130.41373
338.97455,79.71801,130.42146
338.98788,79.727776,130.42241
339.00122,79.725334,130.41145
339.01456,79.71313,130.39066
339.0279,79.68627,130.35483
339.04123,79.64721,130.30595
339.05457,79.603264,130.25098
339.0679,79.55932,130.19463
339.08124,79.52758,130.14911
339.09457,79.517815,130.12457
339.1079,79.520256,130.11194
339.12125,79.52758,130.10426
339.13458,79.534904,130.09682
339.14792,79.534904,130.08228
339.16125,79.52758,130.06041
339.1746,79.520256,130.03831
339.18793,79.51293,130.01599
339.20126,79.50561,129.99344
339.2146,79.500725,129.9731
339.22794,79.49584,129.9526
339.24127,79.4934,129.9344
339.2546,79.49584,129.921
339.26794,79.49828,129.90768
339.28128,79.50561,129.89932
339.29462,79.51537,129.89363
339.30795,79.52514,129.88824
339.3213,79.53979,129.88805
339.33463,79.55932,129.89319
339.34796,79.586174,129.90627
339.3613,79.61791,129.92506
339.37463,79.67895,129.97415
339.38797,79.80347,130.08864
339.4013,80.0354,130.31442
339.41464,80.38941,130.66954
339.42798,80.85573,131.14803
339.4413,81.3782,131.69724
339.45465,81.87625,132.23836
339.468,82.262,132.68274
339.48132,82.47929,132.97072
339.49466,82.50614,133.07506
339.508,82.36454,133.01178
339.52133,82.09354,132.81467
339.53467,81.74685,132.5334
339.548,81.3782,132.21935
339.56134,81.0486,131.93282
339.57468,80.78737,131.70436
339.588,80.618904,131.5605
339.60135,80.53101,131.49196
339.6147,80.50904,131.48659
339.62802,80.50904,131.5025
339.64136,80.5066,131.51598
339.6547,80.479744,131.50496
339.66803,80.44312,131.48334
339.68137,80.40894,131.46301
339.6947,80.40406,131.47092
339.70804,80.44068,131.52017
339.72137,80.51392,131.6072
339.7347,80.6067,131.71603
339.74805,80.68238,131.81068
339.76138,80.719,131.86864
339.77472,80.70435,131.87646
339.78806,80.64088,131.835
339.8014,80.53834,131.7525
339.81473,80.413826,131.64482
339.82806,80.28443,131.52837
339.8414,80.15503,131.40785
339.85474,80.0354,131.29306
339.86807,79.92554,131.1843
339.8814,79.83276,131.0892
339.89474,79.75464,131.00586
339.90808,79.693596,130.93715
339.92142,79.64721,130.88118
339.93475,79.61303,130.83597
339.9481,79.5935,130.80434
339.96143,79.588615,130.78674
339.97476,79.59594,130.7812
339.9881,79.60815,130.78078
340.00143,79.62524,130.78561
340.01477,79.64721,130.79587
340.0281,79.66918,130.80681
340.04144,79.693596,130.82088
340.05478,79.72045,130.83815
340.0681,79.7522,130.86116
340.08145,79.77661,130.87784
340.0948,79.7937,130.88794
340.10812,79.79614,130.88394
340.12146,79.79126,130.87268
340.1348,79.77661,130.8515
340.14813,79.7522,130.8201
340.16147,79.71801,130.77817
340.1748,79.67895,130.73029
340.18814,79.64233,130.68362
340.20148,79.60815,130.63826
340.2148,79.57641,130.59427
340.22815,79.551994,130.55661
340.2415,79.537346,130.52795
340.25482,79.52514,130.50128
340.26816,79.51537,130.47667
340.2815,79.50805,130.4542
340.29483,79.50561,130.43637
340.30817,79.50317,130.41847
340.3215,79.50561,130.40538
340.33484,79.520256,130.40457
340.34818,79.56176,130.43108
340.3615,79.65942,130.51503
340.37485,79.85718,130.70215
340.38818,80.17456,131.01508
340.40152,80.601814,131.44778
340.41486,81.09743,131.9622
340.4282,81.58572,132.48479
340.44153,81.98123,132.92986
340.45486,82.22049,133.23103
340.4682,82.27177,133.3517
340.48154,82.14969,133.30061
340.49487,81.900665,133.11877
340.5082,81.57107,132.84857
340.52155,81.2195,132.5461
340.53488,80.89479,132.2595
340.54822,80.63111,132.02379
340.56155,80.445564,131.85797
340.5749,80.33814,131.76448
340.58823,80.28443,131.72134
340.60156,80.26002,131.70583
340.6149,80.23071,131.68465
340.62823,80.19165,131.6528
340.64157,80.15015,131.61728
340.6549,80.12085,131.59268
340.66824,80.12573,131.60135
340.68158,80.177,131.65656
340.69492,80.26002,131.7451
340.70825,80.35035,131.84357
340.7216,80.428474,131.93265
340.73492,80.46754,131.9851
340.74826,80.465096,131.99728
340.7616,80.42115,131.96788
340.77493,80.343025,131.90292
340.78827,80.23804,131.80865
340.8016,80.11841,131.69647
340.81494,79.99878,131.58054
340.82828,79.87915,131.46088
340.8416,79.766846,131.34479
340.85495,79.66674,131.2374
340.8683,79.58373,131.14397
340.88162,79.5227,131.06992
340.89496,79.48119,131.01349
340.9083,79.4641,130.98018
340.92163,79.46166,130.96098
340.93497,79.46899,130.95148
340.9483,79.47631,130.9422
340.96164,79.4934,130.94292
340.97498,79.51537,130.94905
340.9883,79.54223,130.96075
341.00165,79.571526,130.97574
341.01498,79.60082,130.99164
341.02832,79.62768,131.00601
341.04166,79.65453,131.02122
341.055,79.674065,131.02995
341.06833,79.68871,131.03441
341.08167,79.693596,131.02956
341.095,79.693596,131.01997
341.10834,79.68139,130.99818
341.12167,79.66674,130.97357
341.135,79.64721,130.94362
341.14835,79.62524,130.91061
341.16168,79.603264,130.87692
341.17502,79.57885,130.8401
341.18835,79.551994,130.80008
341.2017,79.5227,130.75677
341.21503,79.49584,130.715
341.22836,79.47875,130.68214
341.2417,79.46899,130.65608
341.25504,79.46899,130.63948
341.26837,79.47875,130.63264
341.2817,79.49584,130.63344
341.29504,79.520256,130.64209
341.30838,79.57885,130.68568
341.32172,79.71313,130.8068
341.33505,79.957275,131.04198
341.3484,80.33326,131.41663
341.36172,80.81178,131.90556
341.37506,81.33181,132.45096
341.3884,81.80789,132.96866
341.40173,82.15457,133.37184
341.41507,82.32304,133.60764
341.4284,82.30106,133.65826
341.44174,82.11551,133.54462
341.45508,81.82254,133.31776
341.4684,81.478294,133.03047
341.48175,81.13405,132.73242
341.4951,80.833755,132.46758
341.50842,80.61158,132.27145
341.52176,80.465096,132.14409
341.5351,80.38941,132.08295
341.54843,80.35767,132.06339
341.56177,80.34058,132.05748
341.5751,80.31373,132.04128
341.58844,80.272224,132.00958
341.60178,80.23071,131.97658
341.6151,80.21118,131.96426
341.62845,80.22827,131.98795
341.64178,80.28443,132.05124
341.65512,80.36988,132.14558
341.66846,80.46021,132.24748
341.6818,80.52613,132.32779
341.69513,80.550545,132.36865
341.70847,80.53101,132.36633
341.7218,80.46754,132.31946
341.73514,80.36988,132.23642
341.74847,80.2478,132.1259
341.7618,80.11841,132.00424
341.77515,79.9939,131.88342
341.78848,79.87915,131.7685
341.80182,79.77905,131.66461
341.81516,79.70092,131.57957
341.8285,79.64477,131.51407
341.84183,79.60815,131.46634
341.85516,79.588615,131.43456
341.8685,79.57885,131.41193
341.88184,79.57641,131.39632
341.89517,79.57885,131.38551
341.9085,79.58373,131.37723
341.92184,79.5935,131.37398
341.93518,79.61547,131.38324
341.94852,79.63744,131.39319
341.96185,79.6643,131.4087
341.9752,79.691154,131.42506
341.98853,79.71801,131.44226
342.00186,79.742424,131.45786
342.0152,79.75708,131.46446
342.02853,79.76929,131.46909
342.04187,79.77661,131.46921
342.0552,79.77661,131.46222
342.06854,79.764404,131.44302
342.08188,79.742424,131.41368
342.0952,79.710686,131.37389
342.10855,79.674065,131.32822
342.1219,79.63744,131.2814
342.13522,79.60815,131.24077
342.14856,79.586174,131.20654
342.1619,79.571526,131.17896
342.17523,79.56664,131.16068
342.18857,79.55932,131.1398
342.2019,79.55932,131.12602
342.21524,79.55932,131.11224
342.22858,79.56664,131.10579
342.2419,79.5935,131.1191
342.25525,79.67162,131.18451
342.2686,79.84741,131.35004
342.28192,80.15503,131.6529
342.29526,80.59205,132.09476
342.3086,81.112076,132.63329
342.32193,81.636986,133.19295
342.33527,82.074005,133.68112
342.3486,82.354774,134.0267
342.36194,82.44511,134.19063
342.37527,82.35966,134.1816
342.3886,82.13992,134.0356
342.40195,81.83475,133.7973
342.41528,81.497826,133.51772
342.42862,81.18776,133.25446
342.44196,80.936295,133.04012
342.4553,80.76051,132.8936
342.46863,80.66285,132.8197
342.48196,80.62379,132.80136
342.4953,80.6067,132.80377
342.50864,80.5774,132.79344
342.52197,80.52369,132.75778
342.5353,80.45533,132.7058
342.54865,80.38697,132.65167
342.56198,80.35035,132.62715
342.57532,80.36256,132.65031
342.58865,80.428474,132.72757
342.602,80.516365,132.82886
342.61533,80.604256,132.93289
342.62866,80.66041,133.00793
342.642,80.672615,133.04079
342.65533,80.635994,133.02519
342.66867,80.56031,132.96939
342.682,80.45289,132.87949
342.69534,80.323494,132.76425
342.70868,80.18677,132.63763
342.72202,80.05249,132.50919
342.73535,79.9353,132.39365
342.7487,79.835205,132.29153
342.76202,79.75952,132.2107
342.77536,79.70092,132.14458
342.7887,79.65209,132.0864
342.80203,79.61547,132.0389
342.81537,79.586174,131.99757
342.8287,79.56176,131.96022
342.84204,79.54467,131.92943
342.85538,79.534904,131.90543
342.8687,79.537346,131.89333
342.88205,79.54711,131.88863
342.8954,79.569084,131.89644
342.90872,79.59838,131.91226
342.92206,79.62768,131.929
342.9354,79.64965,131.93933
342.94873,79.66186,131.94058
342.96207,79.66674,131.93489
342.9754,79.67162,131.92935
342.98874,79.66918,131.91664
343.00208,79.66186,131.89897
343.0154,79.64965,131.87619
343.02875,79.62768,131.84326
343.04208,79.59594,131.79988
343.05542,79.554436,131.74574
343.06876,79.51049,131.68787
343.0821,79.4641,131.62617
343.09543,79.4226,131.56792
343.10876,79.38598,131.51324
343.1221,79.35912,131.4672
343.13544,79.33959,131.42763
343.14877,79.327385,131.39478
343.1621,79.32006,131.36642
343.17545,79.33959,131.3647
343.18878,79.412834,131.4173
343.20212,79.586174,131.57228
343.21545,79.888916,131.86209
343.2288,80.31861,132.28831
343.24213,80.831314,132.81097
343.25546,81.356224,133.36186
343.2688,81.80301,133.85103
343.28214,82.09598,134.20035
343.29547,82.20584,134.37572
343.3088,82.13748,134.3763
343.32214,81.92996,134.23558
343.33548,81.634544,134.00047
343.34882,81.304955,133.72197
343.36215,80.987564,133.44536
343.3755,80.71412,133.20277
343.38882,80.50904,133.02002
343.40216,80.37965,132.90654
343.4155,80.32105,132.85982
343.42883,80.29664,132.84544
343.44217,80.28687,132.84496
343.4555,80.26734,132.8344
343.46884,80.23804,132.81345
343.48218,80.216064,132.79892
343.4955,80.22583,132.81543
343.50885,80.274666,132.87132
343.5222,80.35767,132.96292
343.53552,80.45533,133.07176
343.54886,80.5359,133.16656
343.5622,80.58228,133.2297
343.57553,80.58961,133.25523
343.58887,80.55543,133.23949
343.6022,80.48707,133.18849
343.61554,80.394295,133.11095
343.62888,80.28687,133.01585
343.6422,80.177,132.91495
343.65555,80.07446,132.81793
343.66888,79.98901,132.7348
343.68222,79.91577,132.66122
343.69556,79.85718,132.6
343.7089,79.81079,132.54916
343.72223,79.77417,132.50662
343.73557,79.744865,132.47026
343.7489,79.72289,132.4403
343.76224,79.708244,132.41699
343.77557,79.69848,132.3981
343.7889,79.69604,132.38623
343.80225,79.69848,132.37917
343.81558,79.710686,132.38194
343.82892,79.727776,132.38998
343.84225,79.74731,132.401
343.8556,79.77173,132.41753
343.86893,79.79126,132.42993
343.88226,79.80347,132.43561
343.8956,79.81323,132.43924
343.90894,79.81079,132.43097
343.92227,79.798584,132.41284
343.9356,79.77661,132.38458
343.94894,79.7522,132.35318
343.96228,79.71801,132.31125
343.97562,79.68139,132.26581
343.98895,79.63744,132.2119
344.0023,79.59594,132.15906
344.01562,79.554436,132.10492
344.02896,79.5227,132.05925
344.0423,79.50561,132.02724
344.05563,79.49828,132.00446
344.06897,79.50805,131.99854
344.0823,79.569084,132.04419
344.09564,79.72045,132.18208
344.10898,80.01343,132.46632
344.1223,80.46754,132.92085
344.13565,81.05348,133.52141
344.149,81.69314,134.19398
344.16232,82.28397,134.83774
344.17566,82.73075,135.3559
344.189,82.967575,135.67805
344.20233,82.99199,135.79521
344.21567,82.845505,135.74223
344.229,82.58427,135.56992
344.24234,82.28397,135.35039
344.25568,82.00809,135.14587
344.269,81.80057,135.00111
344.28235,81.685814,134.94263
344.2957,81.66628,134.97578
344.30902,81.71511,135.07669
344.32236,81.80301,135.21819
344.3357,81.881134,135.35266
344.34903,81.90555,135.43587
344.36237,81.849396,135.43927
344.3757,81.70779,135.35545
344.38904,81.50759,135.20863
344.40237,81.290306,135.03847
344.4157,81.10719,134.89568
344.42905,80.990005,134.8131
344.44238,80.95094,134.80498
344.45572,80.96559,134.84935
344.46906,81.004654,134.9186
344.4824,81.03395,134.9793
344.49573,81.02907,135.00673
344.50906,80.98024,134.99007
344.5224,80.88991,134.93037
344.53574,80.76784,134.83612
344.54907,80.62623,134.7185
344.5624,80.4773,134.58916
344.57574,80.33082,134.4576
344.58908,80.19409,134.3312
344.60242,80.06958,134.21277
344.61575,79.9646,134.10995
344.6291,79.87915,134.0234
344.64243,79.80835,133.94882
344.65576,79.7522,133.88669
344.6691,79.70336,133.83011
344.68243,79.66186,133.77933
344.69577,79.62524,133.73213
344.7091,79.59594,133.69112
344.72244,79.569084,133.65163
344.73578,79.54711,133.61618
344.7491,79.520256,133.57516
344.76245,79.500725,133.54063
344.7758,79.47875,133.50305
344.78912,79.46166,133.46967
344.80246,79.44213,133.4333
344.8158,79.42504,133.39877
344.82913,79.398186,133.35394
344.84247,79.36645,133.30339
344.8558,79.32494,133.24208
344.86914,79.27856,133.17459
344.88248,79.22972,133.10321
344.8958,79.17357,133.02298
344.90915,79.11009,132.93367
344.9225,79.04906,132.84482
344.93582,78.98802,132.75406
344.94916,78.93919,132.6736
344.9625,78.905014,132.60626
344.97583,78.887924,132.55495
344.98917,78.88548,132.51775
345.0025,78.89525,132.49268
345.01584,78.907455,132.47035
345.02917,78.924545,132.4533
345.0425,78.96849,132.46362
345.05585,79.06859,132.53148
345.06918,79.281,132.71478
345.08252,79.64477,133.05608
345.09586,80.164795,133.565
345.1092,80.78493,134.19028
345.12253,81.42458,134.85446
345.13586,81.98123,135.45563
345.1492,82.374306,135.91061
345.16254,82.55741,136.16792
345.17587,82.547646,136.23808
345.1892,82.391396,136.16145
345.20255,82.15457,135.99936
345.21588,81.900665,135.81279
345.22922,81.68337,135.65489
345.24255,81.54665,135.57079
345.2559,81.50271,135.57518
345.26923,81.54421,135.66365
345.28256,81.634544,135.80225
345.2959,81.72732,135.9461
345.30923,81.77615,136.04892
345.32257,81.74441,136.07268
345.3359,81.62234,136.00513
345.34924,81.43191,135.8654
345.36258,81.2195,135.69774
345.37592,81.02907,135.54543
345.38925,80.89723,135.44576
345.4026,80.8362,135.41277
345.41592,80.833755,135.43646
345.42926,80.86549,135.49426
345.4426,80.89967,135.5555
345.45593,80.90456,135.5885
345.46927,80.86061,135.57283
345.4826,80.765396,135.50452
345.49594,80.62867,135.39171
345.50928,80.465096,135.24779
345.5226,80.291756,135.08899
345.53595,80.12085,134.9272
345.5493,79.9646,134.77472
345.56262,79.818115,134.62714
345.57596,79.68871,134.49205
345.5893,79.57641,134.37001
345.60263,79.483635,134.26399
345.61597,79.41039,134.1746
345.6293,79.34936,134.09514
345.64264,79.30053,134.02597
345.65598,79.2517,133.95528
345.6693,79.202866,133.88306
345.68265,79.15404,133.80931
345.69598,79.10765,133.73648
345.70932,79.06859,133.66953
345.72266,79.03197,133.60379
345.736,78.995346,133.53691
345.74933,78.958725,133.46889
345.76266,78.91966,133.39728
345.776,78.87816,133.322
345.78934,78.83421,133.243
345.80267,78.79515,133.1675
345.816,78.75853,133.09322
345.82935,78.71702,133.01291
345.84268,78.67063,132.92642
345.85602,78.624245,132.83849
345.86935,78.572975,132.74422
345.8827,78.519264,132.6459
345.89603,78.467995,132.54836
345.90936,78.42405,132.45653
345.9227,78.39231,132.37553
345.93604,78.365456,132.29843
345.94937,78.348366,132.23026
345.9627,78.34348,132.17375
345.97604,78.348366,132.12686
345.98938,78.363014,132.08989
346.00272,78.37522,132.05093
346.01605,78.39231,132.01724
346.0294,78.40696,131.98164
346.04272,78.41184,131.93674
346.05606,78.416725,131.89198
346.0694,78.41917,131.84494
346.08273,78.42405,131.80042
346.09607,78.43137,131.75848
346.1094,78.44114,131.71922
346.12274,78.45335,131.68271
346.13608,78.470436,131.65146
346.1494,78.487526,131.62074
346.16275,78.504616,131.59056
346.1761,78.521706,131.56091
346.18942,78.538795,131.5318
346.20276,78.555885,131.50322
346.2161,78.57053,131.47273
346.22943,78.58518,131.4427
346.24277,78.59983,131.41313
346.2561,78.6096,131.37914
346.26944,78.61204,131.33812
346.28278,78.61448,131.29718
346.2961,78.61448,131.25388
346.30945,78.61448,131.21057
346.32278,78.61936,131.17215
346.33612,78.63157,131.1412
346.34946,78.6511,131.11797
346.3628,78.675514,131.10022
346.37613,78.70237,131.08568
346.38947,78.729225,131.07198
346.4028,78.77074,131.07378
346.41614,78.84398,131.1086
346.42947,78.99779,131.22627
346.4428,79.28344,131.4806
346.45615,79.7351,131.90987
346.46948,80.34547,132.51195
346.48282,81.04372,133.221
346.49615,81.73464,133.94453
346.5095,82.30595,134.57005
346.52283,82.67216,135.00833
346.53616,82.80156,135.22124
346.5495,82.71366,135.22089
346.56284,82.46952,135.06155
346.57617,82.13748,134.80669
346.5895,81.78348,134.51949
346.60284,81.47585,134.2676
346.61618,81.25857,134.09644
346.62952,81.13649,134.01369
346.64285,81.11696,134.02968
346.6562,81.17067,134.1183
346.66953,81.25857,134.24278
346.68286,81.32937,134.35292
346.6962,81.34402,134.40912
346.70953,81.28054,134.38765
346.72287,81.15846,134.30559
346.7362,81.004654,134.18799
346.74954,80.86305,134.07779
346.76288,80.765396,134.00711
346.7762,80.723885,133.98952
346.78955,80.726326,134.01459
346.8029,80.740974,134.05194
346.81622,80.73853,134.07266
346.82956,80.706795,134.06401
346.8429,80.63355,134.01286
346.85623,80.51881,133.91792
346.86957,80.377205,133.79254
346.8829,80.22583,133.65295
346.89624,80.07446,133.50864
346.90958,79.93042,133.36691
346.9229,79.798584,133.23291
346.93625,79.67895,133.10698
346.9496,79.569084,132.98708
346.96292,79.46899,132.8735
346.97626,79.38598,132.7739
346.9896,79.32006,132.68878
347.00293,79.27123,132.6187
347.01627,79.237045,132.56174
347.0296,79.2224,132.52324
347.04294,79.21507,132.49161
347.05627,79.21019,132.46219
347.0696,79.20531,132.43262
347.08295,79.202866,132.40533
347.09628,79.19554,132.3731
347.10962,79.19066,132.34306
347.12296,79.17845,132.30556
347.1363,79.166245,132.26767
347.14963,79.14427,132.21964
347.16296,79.11986,132.16847
347.1763,79.09056,132.11166
347.18964,79.061264,132.05394
347.20297,79.029526,131.99286
347.2163,78.992905,131.9259
347.22964,78.95628,131.8578
347.24298,78.924545,131.79344
347.25632,78.89769,131.73297
347.26965,78.8806,131.68143
347.283,78.86351,131.62935
347.29633,78.84886,131.57918
347.30966,78.836655,131.53099
347.323,78.82445,131.48242
347.33633,78.8098,131.43103
347.34967,78.802475,131.3865
347.363,78.8098,131.3564
347.37634,78.82201,131.3314
347.38968,78.839096,131.31168
347.403,78.86107,131.29736
347.41635,78.88304,131.28374
347.4297,78.90257,131.26836
347.44302,78.91722,131.2487
347.45636,78.92943,131.22707
347.4697,78.93675,131.20093
347.48303,78.94408,131.17502
347.49637,78.94652,131.14445
347.5097,78.9514,131.11641
347.52304,78.95384,131.08607
347.53638,78.96361,131.06314
347.5497,78.975815,131.04295
347.56305,78.995346,131.03047
347.5764,79.01732,131.02104
347.58972,79.04173,131.01474
347.60306,79.06859,131.01164
347.6164,79.114975,131.02892
347.62973,79.21263,131.0989
347.64307,79.415276,131.27695
347.6564,79.75952,131.60292
347.66974,80.24292,132.0788
347.68307,80.82643,132.66989
347.6964,81.43191,133.3012
347.70975,81.96658,133.88062
347.72308,82.34989,134.32538
347.73642,82.53544,134.58437
347.74976,82.528114,134.65628
347.7631,82.354774,134.56195
347.77643,82.06912,134.34988
347.78976,81.72976,134.07518
347.8031,81.40017,133.79965
347.81644,81.12428,133.56752
347.82977,80.93385,133.41223
347.8431,80.82887,133.33644
347.85645,80.78981,133.32329
347.86978,80.78737,133.34554
347.88312,80.782486,133.36526
347.89645,80.7483,133.35553
347.9098,80.67994,133.31056
347.92313,80.59449,133.24637
